long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,RowNum,gender
-250,150,-49,250,250,250,250,1159,0
250,150,-224,250,250,250,-250,1163,0
250,50,100,250,250,-250,250,1164,0
250,-50,-249,250,250,250,-250,1168,0
-250,-50,-24,250,250,250,250,1170,0
250,-150,-99,250,250,250,250,1173,0
-250,50,150,250,250,250,250,1182,0
250,50,-149,250,250,250,250,1183,0
250,-50,-224,250,250,250,250,1185,0
-250,-50,-149,250,-250,250,-250,1187,0
250,50,-74,250,250,250,250,1190,0
250,-150,125,250,250,250,250,1195,0
250,50,100,250,250,250,250,1196,0
250,50,100,-250,250,250,250,1197,0
250,250,-199,-250,250,250,250,1199,0
250,-150,-249,250,250,250,-250,1200,0
250,150,-199,250,250,250,250,1202,0
250,-150,-24,250,250,250,250,1204,0
250,-150,-249,250,250,250,-250,1207,0
250,-150,200,250,-250,250,-250,1208,0
250,150,100,250,250,250,250,1211,0
250,150,225,250,250,250,250,1213,0
250,50,25,250,250,250,250,1214,0
250,-150,50,250,250,250,250,1217,0
-250,-50,-249,-250,-250,250,250,1218,0
250,-50,-99,-250,250,250,250,1219,0
250,50,175,-250,250,250,250,1221,0
250,-150,0,250,250,250,250,1226,0
250,-50,50,-250,250,250,-250,1228,0
250,150,100,250,250,250,250,1229,0
250,-150,-249,250,250,250,250,1230,0
250,-50,-74,250,-250,250,250,1231,0
250,-150,125,250,250,250,250,1236,0
250,50,-24,-250,250,250,250,1237,0
250,50,-74,250,250,250,250,1238,0
250,-50,-149,250,250,250,250,1239,0
250,-50,-149,-250,250,250,250,1242,0
250,50,-24,250,250,250,250,1243,0
250,-50,-124,250,-250,250,250,1249,0
250,-50,100,250,250,250,250,1253,0
250,50,150,-250,250,250,250,1254,0
250,150,-249,-250,250,250,250,1255,0
250,50,-249,-250,250,250,250,1256,0
250,150,-74,250,250,250,250,1259,0
-250,150,-249,250,250,250,250,1264,0
250,-50,-99,250,250,250,250,1265,0
250,-50,-224,250,250,250,-250,1267,0
-250,250,-149,250,250,250,250,1268,0
250,-50,249,250,250,250,250,1269,0
250,50,-249,250,250,250,250,1271,0
250,150,225,250,250,250,250,1272,0
250,-50,100,250,250,-250,250,1273,0
250,150,25,250,250,250,250,1277,0
250,-50,50,250,250,250,250,1278,0
250,-150,0,250,250,250,250,1279,0
250,150,175,250,250,250,250,1280,0
-250,-150,75,250,250,250,250,1281,0
250,150,125,250,250,250,250,1282,0
250,-50,-149,250,250,250,250,1283,0
250,150,-124,250,250,250,250,1284,0
250,250,-74,250,250,250,250,1286,0
250,-150,175,250,250,-250,250,1287,0
250,-50,125,250,250,250,-250,1288,0
250,150,150,250,250,250,250,1289,0
250,-150,-124,250,250,250,-250,1291,0
250,150,0,250,250,250,250,1295,0
250,-150,25,250,250,250,-250,1296,0
250,50,-24,250,250,250,250,1297,0
250,50,-49,250,250,250,250,1298,0
250,150,75,250,250,250,250,1303,0
250,50,75,250,250,250,250,1304,0
250,250,249,250,250,-250,250,1306,0
250,150,150,250,250,250,250,1307,0
250,150,-124,250,250,250,250,1311,0
250,150,0,-250,-250,250,250,1313,0
250,150,-124,250,-250,250,250,1314,0
250,150,175,250,250,-250,250,1315,0
-250,150,25,250,250,250,250,1316,0
-250,150,-74,250,250,250,250,1317,0
250,150,175,250,250,-250,250,1320,0
250,-150,-199,250,250,250,250,1322,0
250,-150,25,250,250,250,250,1323,0
250,250,249,250,250,250,250,1324,0
250,-150,50,250,250,-250,250,1325,0
250,-50,75,-250,250,250,-250,1333,0
-250,50,-249,250,250,250,250,1334,0
250,50,-149,250,250,-250,250,1335,0
250,50,200,250,250,250,250,1336,0
250,150,-224,-250,250,250,250,1340,0
250,250,0,250,250,250,250,1343,0
250,-50,-124,250,250,-250,-250,1344,0
250,-50,150,250,250,250,250,1347,0
250,-150,-74,250,250,250,250,1348,0
250,150,100,250,250,250,250,1354,0
250,150,-49,-250,250,250,250,1357,0
250,-150,-74,-250,250,250,250,1361,0
250,50,125,250,-250,250,250,1362,0
250,50,50,-250,-250,250,250,1368,0
250,-50,200,250,250,250,250,1373,0
-250,-50,100,250,250,250,250,1374,0
250,50,100,250,-250,250,250,1376,0
250,-50,200,-250,250,250,250,1377,0
250,-50,-49,250,250,250,250,1378,0
-250,150,-224,250,250,250,250,1380,0
250,150,75,250,250,250,250,1381,0
250,50,125,250,-250,250,250,1382,0
250,50,0,250,250,250,250,1385,0
250,-150,200,250,-250,250,250,1388,0
250,150,175,250,250,250,-250,1389,0
250,150,-74,250,250,250,-250,1391,0
250,-150,-24,250,250,250,250,1393,0
250,150,25,250,250,250,250,1394,0
250,-150,25,250,250,-250,-250,1403,0
250,-50,175,250,250,250,-250,1404,0
250,150,75,250,250,250,250,1406,0
250,150,-249,250,250,250,250,1408,0
250,50,-224,250,250,250,250,1409,0
250,-50,75,250,250,250,-250,1411,0
250,50,0,250,250,250,250,1412,0
250,50,-249,250,250,250,250,1413,0
250,150,-99,-250,-250,-250,250,1415,0
250,50,75,250,250,250,250,1416,0
250,150,-224,250,250,250,250,1417,0
250,-150,50,-250,250,250,250,1418,0
250,50,50,250,250,250,250,1421,0
250,250,125,250,250,250,-250,1422,0
250,-150,0,250,250,250,250,1423,0
250,50,-74,250,250,250,250,1424,0
250,-50,125,250,250,250,250,1429,0
-250,-150,-149,250,250,250,250,1430,0
250,-150,-49,250,250,250,250,1431,0
-250,50,-249,-250,250,250,-250,1437,0
250,150,-174,250,250,250,250,1438,0
250,-50,200,250,250,250,250,1439,0
250,50,-99,250,-250,250,250,1441,0
250,150,-124,250,250,250,250,1447,0
-250,-150,75,250,250,250,250,1450,0
-250,150,100,250,250,-250,250,1451,0
250,-50,-49,250,-250,-250,250,1452,0
250,-50,100,250,250,250,250,1453,0
250,50,75,250,250,250,250,1456,0
250,50,50,250,250,250,-250,1457,0
250,-150,225,250,250,250,250,1461,0
250,50,25,250,-250,250,250,1463,0
250,50,-124,250,250,250,-250,1464,0
-250,50,100,250,250,250,250,1465,0
250,50,125,250,250,250,250,1467,0
250,-150,25,250,250,-250,250,1469,0
250,-150,225,-250,250,250,250,1471,0
250,-150,50,250,250,250,250,1474,0
-250,-150,-149,250,250,-250,250,1475,0
-250,50,-24,250,250,250,250,1477,0
250,-150,-149,250,250,-250,-250,1478,0
250,-50,-224,250,250,250,-250,1481,0
250,150,25,250,250,250,250,1482,0
250,50,-74,250,250,250,250,1485,0
250,50,-24,250,250,250,250,1487,0
250,-50,-199,250,250,250,250,1489,0
250,150,75,250,250,250,-250,1490,0
250,-150,-99,250,250,250,-250,1491,0
250,50,-24,250,250,250,250,1492,0
250,50,50,-250,250,250,250,1495,0
250,150,-199,250,250,-250,250,1496,0
250,50,-149,250,250,250,250,1497,0
250,-50,-99,250,250,250,250,1501,0
-250,150,150,250,250,-250,250,1504,0
250,150,249,250,-250,250,250,1505,0
250,150,100,250,250,250,250,1508,0
250,50,0,250,250,250,250,1510,0
-250,50,50,250,250,250,250,1511,0
250,50,50,250,-250,-250,250,1512,0
250,50,100,250,250,250,250,1513,0
250,50,-49,250,250,250,250,1515,0
250,-150,100,250,250,250,250,1519,0
250,50,200,250,250,-250,250,1520,0
250,50,75,250,250,250,250,1524,0
250,50,-99,250,250,250,250,1525,0
250,-50,75,-250,250,250,250,1528,0
250,50,-49,250,250,250,-250,1532,0
-250,50,-74,-250,250,250,250,1533,0
250,-50,-24,-250,250,250,-250,1536,0
-250,50,-49,250,250,250,250,1538,0
250,-150,175,250,250,250,250,1539,0
250,-50,-199,250,250,250,250,1540,0
250,-150,-99,250,250,250,250,1545,0
250,150,100,250,-250,250,250,1546,0
250,150,-99,250,250,250,250,1548,0
-250,150,-124,250,-250,250,250,1549,0
250,-150,25,250,250,250,250,1550,0
250,50,225,250,250,250,250,1551,0
250,50,175,250,250,250,250,1554,0
250,-150,-99,250,250,250,250,1557,0
250,50,-99,250,250,250,250,1559,0
250,50,25,250,250,250,250,1560,0
250,50,200,250,-250,250,250,1561,0
250,150,-249,250,250,250,250,1562,0
250,-150,125,250,250,250,250,1563,0
250,-50,150,250,250,250,250,1564,0
-250,50,-74,250,250,250,250,1566,0
250,50,-249,250,250,250,250,1568,0
250,-150,200,-250,250,250,250,1572,0
250,-50,-249,250,250,250,250,1578,0
-250,-50,-24,250,250,250,250,1581,0
250,50,-199,-250,250,250,250,1582,0
250,150,-49,250,250,250,250,1583,0
250,-50,-224,250,250,250,-250,1584,0
250,-50,-24,250,250,250,250,1585,0
250,-150,-149,250,250,250,250,1588,0
250,50,100,250,250,250,250,1590,0
250,250,225,250,-250,250,-250,1591,0
250,-150,125,250,-250,250,250,1592,0
250,-150,-224,250,-250,250,250,1594,0
250,50,175,250,250,-250,250,1596,0
250,-50,-174,250,250,250,250,1598,0
-250,150,175,250,250,250,250,1601,0
250,-50,125,250,250,250,250,1602,0
250,-50,-199,250,250,-250,250,1603,0
250,-150,50,-250,250,250,250,1604,0
250,150,50,250,-250,250,250,1605,0
-250,-150,-74,-250,-250,250,250,1606,0
-250,50,-149,250,250,-250,250,1607,0
250,-150,-149,250,250,250,250,1608,0
250,-50,-224,250,250,250,250,1609,0
250,150,-99,250,250,250,250,1610,0
250,-150,125,250,250,250,-250,1613,0
250,-150,-99,-250,250,250,250,1615,0
250,-150,150,-250,250,-250,250,1616,0
250,150,249,250,250,250,-250,1617,0
250,-50,200,250,250,250,250,1621,0
250,250,50,-250,250,250,250,1623,0
-250,-50,50,250,250,-250,250,1624,0
250,-150,249,250,250,250,-250,1625,0
250,150,225,250,250,250,250,1630,0
250,150,125,250,250,250,250,1631,0
250,-150,-199,-250,250,250,250,1634,0
250,50,0,250,250,250,250,1635,0
250,-50,50,250,250,250,250,1636,0
-250,-150,-174,250,-250,-250,250,1637,0
-250,250,-224,-250,-250,-250,250,1640,0
250,250,-249,250,250,250,250,1641,0
-250,50,-99,250,250,-250,-250,1643,0
-250,150,249,250,-250,250,250,1646,0
-250,50,-149,-250,250,250,-250,1648,0
-250,150,25,250,250,250,-250,1651,0
250,150,-74,250,250,250,250,1655,0
250,50,-149,250,250,250,250,1656,0
250,-150,0,250,250,250,250,1658,0
250,-150,100,250,250,250,250,1663,0
250,150,150,250,250,-250,250,1664,0
250,150,50,250,250,250,250,1665,0
250,-150,125,250,250,250,250,1666,0
250,50,-224,250,250,250,250,1667,0
250,-50,-24,250,-250,250,250,1671,0
250,-150,-174,-250,250,250,250,1672,0
250,50,-249,-250,250,250,-250,1673,0
250,50,-149,250,-250,250,250,1674,0
250,-150,75,250,250,250,250,1676,0
250,150,-249,250,250,250,250,1678,0
250,50,175,250,250,250,250,1679,0
250,150,150,250,250,-250,250,1680,0
250,-150,150,250,250,250,250,1681,0
250,-150,125,250,250,250,250,1683,0
250,50,-149,250,250,-250,250,1684,0
250,50,0,-250,250,250,250,1689,0
250,50,125,250,250,250,250,1691,0
250,150,-49,250,250,250,250,1692,0
-250,-150,-249,250,250,250,250,1696,0
250,-150,249,250,-250,250,250,1698,0
-250,-150,200,-250,-250,250,250,1699,0
250,50,125,250,250,250,250,1702,0
250,-150,200,250,250,250,250,1703,0
250,150,150,250,250,250,250,1704,0
250,50,100,250,250,250,250,1706,0
250,50,175,-250,250,250,250,1707,0
250,150,-249,250,250,250,250,1713,0
250,-150,249,250,250,-250,250,1714,0
250,50,200,250,250,250,250,1718,0
250,-150,-224,250,250,250,250,1719,0
250,150,175,-250,250,250,250,1720,0
250,150,-124,250,250,250,250,1722,0
250,50,225,250,250,250,250,1724,0
250,-150,150,250,-250,250,250,1728,0
250,50,249,250,250,250,250,1729,0
250,-50,-124,250,250,250,-250,1733,0
250,50,75,250,250,250,250,1734,0
250,-150,-174,250,-250,250,250,1735,0
250,50,0,-250,-250,-250,-250,1738,0
250,50,-199,250,250,-250,250,1739,0
250,50,25,250,250,-250,250,1742,0
250,50,-249,250,250,-250,250,1745,0
250,-150,100,-250,250,250,250,1746,0
