long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,RowNum,gender
20,12,2,20,20,20,20,2760,0
20,-2,18,20,20,-20,20,579,0
20,-10,6,20,20,20,-20,2509,0
20,7,-10,20,20,20,20,4722,0
20,-8,12,20,20,20,20,4006,0
20,9,-20,-20,20,20,20,1256,0
20,14,14,20,20,20,20,1280,0
20,14,-10,20,20,-20,-20,2353,0
20,-11,-12,20,-20,20,20,4815,0
-20,-16,18,20,20,20,-20,1757,0
20,-10,-4,20,20,20,20,931,0
20,3,-12,20,20,20,20,1183,0
20,19,-14,20,20,20,20,5000,0
20,-4,0,20,20,20,20,4523,0
20,-7,-4,20,20,20,20,1141,0
-20,-10,2,20,-20,20,-20,203,0
-20,-6,-8,20,20,-20,20,1053,0
20,2,-2,20,20,20,20,3055,0
-20,-7,18,20,20,20,20,2488,0
20,-1,14,20,20,-20,-20,3103,0
20,14,8,20,20,20,20,1508,0
20,-8,-6,20,20,20,20,4086,0
-20,17,-18,20,20,20,20,1380,0
20,16,10,20,-20,20,20,4592,0
20,5,-18,20,20,20,20,1667,0
20,17,-6,20,20,20,20,2516,0
20,19,14,20,20,-20,20,1320,0
20,-7,-4,20,20,20,20,4715,0
20,-2,-16,20,20,20,20,2937,0
20,-17,18,-20,20,20,20,1471,0
20,-18,-6,20,20,20,20,874,0
20,5,12,20,20,20,20,3078,0
20,-6,-2,20,-20,20,20,3127,0
20,-9,-8,20,20,20,20,4575,0
20,-9,12,20,20,20,20,879,0
20,20,6,-20,20,-20,-20,4944,0
20,11,14,20,20,20,-20,3623,0
20,-17,-12,20,20,20,20,1608,0
20,10,8,-20,20,20,20,1197,0
20,18,2,20,20,20,-20,6,0
20,-17,8,20,20,-20,20,330,0
20,20,14,20,20,20,20,1036,0
20,-7,18,20,20,-20,20,2596,0
20,9,-18,20,20,-20,20,3322,0
-20,-10,10,20,-20,20,20,3942,0
20,8,18,20,20,20,-20,2568,0
20,-8,-10,20,20,20,20,3383,0
-20,8,14,20,20,20,20,2853,0
20,7,-20,20,20,20,20,2398,0
-20,17,0,-20,20,20,20,4024,0
20,-11,-6,20,20,20,20,2218,0
20,-18,-16,20,20,20,-20,2294,0
-20,-13,6,20,20,20,20,1450,0
20,11,8,20,20,20,20,1354,0
20,11,12,20,20,20,20,337,0
20,15,18,20,20,-20,20,4714,0
-20,20,-10,-20,20,20,20,560,0
-20,0,6,-20,-20,20,20,191,0
20,19,0,20,20,20,-20,4000,0
20,13,-6,-20,20,20,-20,2030,0
20,12,6,20,20,20,20,396,0
-20,-10,14,-20,20,-20,20,551,0
20,-6,-6,20,20,20,20,4459,0
20,13,6,-20,-20,20,-20,2031,0
20,-11,-6,20,20,-20,20,4311,0
20,14,8,20,-20,20,20,1546,0
-20,20,6,20,-20,20,20,924,0
-20,10,10,-20,20,20,-20,379,0
20,3,-20,20,20,20,20,2671,0
20,7,-2,20,20,20,20,1487,0
20,14,2,20,20,20,20,594,0
20,8,-18,20,20,20,20,1076,0
20,10,4,20,20,20,20,3610,0
20,1,18,20,20,20,20,2824,0
20,8,-4,20,20,20,20,2105,0
20,4,8,20,20,20,20,1086,0
20,2,-6,20,20,20,20,1190,0
20,-18,16,20,20,20,20,4562,0
