Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-3825,-2037,6096,-1885,1233,-396,-687,0,0
-882,-2405,4259,853,165,195,-918,1,0
-304,-1770,1717,-924,3180,-4510,596,3,0
1838,-690,-135,-1404,2520,-2189,307,4,0
1806,2583,1234,-2591,2607,-2794,2215,6,0
-1732,279,1945,-1604,-585,312,-1665,7,0
2996,129,-1499,170,-3018,572,1095,11,0
-1041,-1046,2499,1021,322,-281,1525,13,0
3411,373,-825,121,-2163,-118,1515,14,0
-2433,-2360,4879,-86,1601,-856,-1275,15,0
314,-4487,554,2275,768,-3663,1055,17,0
-1849,1153,-978,3739,930,-5852,-1575,19,0
1647,-46,-1228,7205,400,-4862,2445,21,0
73,184,1283,632,1698,60,-3125,26,0
-2327,649,2901,568,2780,-2739,-2835,31,0
2178,-2561,195,-1820,2520,-1538,975,32,0
356,-723,2814,2190,135,407,2105,34,0
-2858,1689,-891,779,1146,-821,-1695,36,0
4590,-1057,-4901,1211,98,979,-2675,37,0
-1519,-3106,4292,-994,670,869,-2485,38,0
1764,-1948,1321,737,4424,-4477,2325,39,0
17,-1492,1771,2580,316,924,2545,41,0
4569,3819,-2619,684,-656,451,2435,44,0
428,708,-240,4381,-1417,-4312,1055,45,0
-124,-99,-564,1316,843,-464,-4645,46,0
-2731,1340,1154,-2380,-1120,814,-2495,50,0
1817,-2037,-3477,3223,-453,-786,661,52,0
1679,-1224,992,1748,703,473,-1395,53,0
3591,-3051,-3097,-2443,3104,1111,251,54,0
2550,43,-2336,2275,1060,-1754,2095,55,0
2327,149,-117,-555,-1610,1595,-3535,56,0
1562,-378,1597,505,-1871,2123,2465,57,0
-116,669,-634,2391,3202,-1161,-1665,58,0
1278,1258,-1499,-1486,2304,-1494,855,59,0
-3283,2260,780,119,2628,-2673,-2395,60,0
876,-1893,-627,-3318,-1055,178,-226,63,0
-1987,-545,1890,-1113,865,429,-1132,64,0
-3400,1915,3064,-361,1060,-6600,1875,65,0
-1934,3129,566,3275,-4219,-4675,-105,66,0
2890,-2204,3129,-4287,4219,-2123,3495,71,0
2688,-1035,-3140,600,1590,-141,1275,75,0
2784,2216,-3368,-4287,908,1793,-23,76,0
2422,437,-415,-1780,-143,-266,2135,80,0
-2210,-1982,3879,337,1049,-770,-1103,81,0
1891,-6191,942,2106,-553,-2585,1595,83,0
2263,-1559,-1184,832,-534,2904,-355,84,0
2401,-612,-1890,884,-366,2222,-70,86,0
950,-116,616,-1636,562,-2222,1165,87,0
942,1474,-2705,516,15,385,-3165,90,0
-276,-534,-76,158,1503,-352,-4755,91,0
-1827,-1759,4433,-1360,-42,-29,-1905,93,0
1849,-151,-956,1232,-997,-1377,1455,95,0
2306,-329,-1401,153,2639,-1510,3205,97,0
179,1402,-2032,2475,-5517,-1367,-2445,98,0
-839,1562,238,-1609,-23,616,-2345,99,0
-1285,-89,429,1158,1406,42,92,100,0
-786,-1559,3021,145,735,271,-1089,101,0
-1700,1621,577,-88,1579,-836,-1715,103,0
-377,-857,2282,2433,1655,-148,2845,106,0
1785,-1870,-1314,-1917,1233,-633,-250,107,0
1923,-601,-84,-1237,-1968,2629,-1945,110,0
-892,479,279,1822,865,72,-558,111,0
1509,-4042,-1238,-3760,3862,-207,1415,112,0
-2805,2483,-334,-601,1752,-2123,-2925,118,0
488,-1748,-2619,2085,-718,-1753,-1655,124,0
-1976,-467,4183,-674,930,-937,-1535,125,0
2242,2572,-1108,2085,-3375,-995,1865,131,0
-2019,-351,2727,-1475,-1593,715,-516,132,0
5090,-2082,-1630,128,-1204,1430,1415,133,0
1965,638,-529,-1413,2488,-1756,2095,135,0
-479,1797,-1173,1474,-72,803,2235,138,0
426,1384,696,558,-414,-279,-2535,139,0
1827,-2171,1031,4002,3342,-562,-609,146,0
-1232,-1703,2803,600,3180,-1085,-2585,147,0
1944,2861,-1260,-1265,-201,-503,3195,148,0
791,-857,-999,1917,2304,1144,1405,149,0
1657,-3129,255,294,1590,-2310,995,150,0
597,2271,168,-2412,-1471,2255,-383,152,0
-3772,434,3194,-2190,72,-363,-2405,155,0
402,469,-357,1516,1785,-1243,-4995,159,0
1031,-690,1135,1042,454,792,2155,162,0
1081,91,-96,452,-15,1474,-2405,167,0
2741,724,-1499,2738,-1093,-1565,815,168,0
-1912,-1670,2782,-1402,-1734,2277,-2225,169,0
1342,-2104,1028,1495,-1117,-2783,1205,170,0
259,784,286,716,-950,1529,-327,172,0
677,-534,3075,-1169,-2098,1694,2845,174,0
-754,2138,1608,-1676,-824,-1063,-2175,177,0
863,-2182,629,1938,2001,550,-1205,179,0
2709,-1781,795,2327,-1829,2123,2365,180,0
-1328,-2472,3868,663,714,231,-37,181,0
-2221,-690,2347,-1168,-63,-401,-2765,183,0
-2422,-1046,3140,-615,1860,-973,-4135,188,0
-66,-879,1434,220,-519,1573,730,190,0
3496,-276,-4781,-1398,2196,1331,-432,191,0
-473,420,280,-1226,-1925,1815,-689,196,0
1562,-2605,2477,1021,2228,-4389,2675,202,0
645,-71,2336,621,616,363,905,204,0
5164,390,-1097,2507,4056,-3113,74,207,0
1397,-2939,3510,-739,-1801,2156,-698,208,0
