Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
82,-746,-1608,-1182,2315,-800,2425,2,1
-3251,-812,-1793,-1407,-4922,1342,-3175,5,1
-3719,-3396,1354,-2096,1720,3729,-5065,8,1
-380,263,-4162,-191,-331,1023,1995,9,1
-2476,-723,-1260,-1481,1806,2981,-3005,10,1
211,-1325,-1640,1716,-4100,-1446,-2275,12,1
-1168,-1414,-2119,136,2336,3608,-753,16,1
72,2672,-2369,2833,-270,-840,2295,18,1
-2082,-2516,-3466,-18,3656,6226,532,20,1
-2178,-21,441,-158,2477,97,2985,22,1
537,-82,-2108,273,-128,-509,1895,23,1
948,-835,-525,1063,-5311,-2772,-1625,24,1
-988,-3140,-945,-235,-3797,1122,-4045,25,1
2518,1503,-1999,1969,-1827,-348,-2595,27,1
1934,2605,-1651,979,-1127,-2211,-1355,28,1
-240,2461,-1640,-121,-1225,121,1455,29,1
828,-1759,-3347,-1121,-3710,2090,-3235,30,1
-232,-489,2803,-492,4814,-4444,5365,33,1
-621,-1982,-4162,62,324,4719,-1176,35,1
1668,-857,-719,1295,-319,-1530,875,40,1
-1243,-2305,2282,-304,-1218,627,-1875,42,1
1251,1595,477,705,-2499,-3817,-10,43,1
-1083,3808,-2271,182,1254,1793,2905,47,1
-3145,1484,-1260,-55,952,2079,456,48,1
-786,3273,-2586,107,-783,1683,2675,49,1
-43,-1202,-2119,-979,952,262,1225,51,1
-4569,1644,-692,-2285,-225,2761,-781,61,1
-3156,-757,1836,990,-635,-1,1425,62,1
-1275,1937,1934,937,2563,-2387,2575,67,1
-807,469,-1825,-843,-1540,2167,-307,68,1
-31,-2806,-1075,2243,-3256,-1013,-3225,69,1
1041,-3095,1738,-413,-905,2530,-2235,70,1
991,-1280,-4738,-1165,2033,1969,955,72,1
435,-512,802,926,-4284,-1313,334,73,1
-1902,-690,-1597,-736,-2877,2233,-1675,74,1
1363,1022,-658,-388,83,-1519,74,77,1
-1923,1549,-2673,-1659,724,2167,-1635,78,1
-1912,-1169,1684,1643,-418,-1757,-1985,79,1
2901,-139,-4118,-1475,2185,781,-1935,82,1
-127,-2238,-2173,663,209,3751,-1385,85,1
-1147,310,-1912,-274,240,2145,-724,88,1
1764,888,-1934,495,-300,-457,-130,89,1
-342,-1948,-706,1738,-495,1782,1095,92,1
496,-1570,-5172,-639,887,5049,-1895,94,1
-263,-1614,-1434,-1027,3169,2827,-1825,96,1
-1647,-3118,761,1053,-1064,146,-3695,102,1
-1275,747,2423,1158,300,-1479,1935,104,1
-60,-846,-435,-1412,-2780,638,-1945,105,1
538,-2628,-196,695,-4889,176,-1805,108,1
2146,-2616,555,195,-2434,1529,-670,109,1
-1764,-1069,-322,-314,540,-851,5185,113,1
-1423,-2060,-1966,-354,3083,363,4975,114,1
504,-1024,-572,1653,1752,-176,1595,115,1
-722,-2661,-2868,-1476,3256,2805,444,116,1
-1147,-512,-627,1211,-2390,123,2475,117,1
-235,-2160,-880,347,-3505,1166,-1855,119,1
-3687,-177,1814,1548,-1129,282,1465,120,1
-431,626,-1684,484,-1382,704,29,121,1
-3007,-189,-923,-322,-782,1837,-1785,122,1
1132,-1102,-1282,1485,-3753,81,-317,123,1
-1997,704,555,-8,1666,-1515,3185,126,1
-3559,760,2108,-722,2693,-1870,4245,127,1
-2210,327,-880,141,1330,1925,144,128,1
-839,-824,760,1969,-860,-1804,2955,129,1
-3241,-1291,1146,-1409,4229,-563,3575,130,1
533,-2628,-2390,884,-432,1562,-3605,134,1
414,99,-1608,-820,-5,-779,1115,136,1
673,-2472,110,-1016,-3840,-313,-3235,137,1
1562,-2037,-3216,1242,-2380,2420,-1141,140,1
-2263,-2706,-956,231,-3148,1232,-3885,141,1
1732,135,-2521,-1336,2033,-1015,294,142,1
-754,614,383,1537,-1353,-429,444,143,1
-797,-779,-1097,-311,843,748,1525,144,1
-3400,-979,715,-519,3851,396,4015,145,1
-2221,130,-2032,1400,-5052,-51,-464,151,1
-3655,1000,1890,-838,2639,-521,2935,153,1
-1402,-1692,848,-83,-2812,-163,-2375,154,1
2465,-112,-3118,-699,-303,-2662,1185,156,1
-1604,-467,398,2138,-3137,1243,-95,157,1
893,-1336,-4010,-339,1222,2464,-43,158,1
-2816,-187,-3988,-156,-4424,3685,-956,160,1
3857,1844,-155,5814,-5387,-7205,3305,161,1
1838,-322,-2836,131,-900,-609,1415,163,1
-1030,296,-847,1485,-390,1507,-435,164,1
22,2806,74,2917,-1676,-4774,1465,165,1
-580,-1603,-502,1327,-2434,1947,-2255,166,1
-2401,-1525,-1064,-791,-1270,715,2065,171,1
-441,-2093,-2803,895,-1672,5346,-2375,173,1
-2805,214,2716,-1825,1330,-1037,-2535,175,1
2178,-1737,2727,610,-2109,-2651,-1156,176,1
-2879,-935,-1532,-640,432,2959,-196,178,1
-2327,181,-730,-1959,-67,2871,-1335,182,1
-4888,-149,-241,1084,703,3388,1755,184,1
66,-968,-4901,-2559,4381,2101,2405,185,1
-1328,2616,-804,-1004,-3223,246,1865,186,1
-2518,-590,-1880,-1506,-1292,3476,-2065,187,1
-2454,-768,1380,-909,1038,2332,-960,189,1
-1423,1448,-515,-1191,-1947,1166,665,192,1
-1870,-66,-531,-321,1157,627,65,193,1
-2731,-31,1488,-87,315,-331,654,194,1
