Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
3315,-3908,-3607,-3128,3483,1474,-418,3725,0
2072,-2594,-945,-1027,2585,-1173,1505,3215,0
1156,-2527,1564,347,-1010,2145,622,3922,0
-1360,2995,1212,-771,-1682,-3652,1675,2918,0
-1721,-2004,4770,-163,378,385,-172,2636,0
791,-857,-999,1917,2304,1144,1405,149,0
2858,-1213,-3129,-1766,649,1078,-1160,385,0
4367,1129,140,421,2888,-2189,2965,3644,0
841,1810,-272,-2749,-4381,2519,-716,2486,0
-526,-3808,-2227,1569,-30,-2222,-1425,2791,0
782,1559,518,2064,-2737,-3256,729,3369,0
-797,-1904,2955,1453,843,-221,-1565,2912,0
1158,-2962,-912,737,-1074,-1216,761,3621,0
-1423,52,1174,1306,638,-523,-3095,3367,0
4016,85,1006,-2707,3591,-1089,3675,738,0
4920,-1514,-3292,1432,1428,528,1465,1147,0
-4877,1536,3390,-4687,-788,-545,-3925,3955,0
-2199,4766,-4053,-1241,120,135,-1865,257,0
-913,-4098,3108,895,378,1661,-636,2522,0
1679,-4287,3999,-25,-205,2365,-771,2117,0
-1955,1311,1608,3233,-771,-6094,1955,1272,0
2582,-3897,-1521,600,3732,-2024,-432,2847,0
3485,-712,-3966,379,-780,1507,995,2776,0
746,-2282,49,1695,-452,-3113,-350,1740,0
238,-590,-549,1095,-346,682,-1695,2453,0
-3836,3463,1869,-2738,-876,-1817,-4575,546,0
770,984,1280,-1980,3332,-3498,2725,1559,0
-1253,1531,106,2917,-870,-5192,-821,3123,0
-595,-3574,4488,884,1893,-988,-1735,3768,0
2135,-1503,-1206,-528,-392,-339,1855,2280,0
-36,-979,-1434,3476,-1512,-3421,-1365,3659,0
432,2305,17,747,-3862,-2343,-548,1952,0
-1710,923,-1966,202,335,-2959,-1505,1123,0
426,40,2292,-2412,-4035,1474,-508,1861,0
-1211,6492,-143,3054,-2466,-5016,723,247,0
2794,-812,-504,1485,-1005,2321,613,3824,0
-3400,1915,3064,-361,1060,-6600,1875,65,0
-422,-400,-1619,-924,-806,-1460,-485,1748,0
-2646,898,3086,821,130,-674,-35,2080,0
1955,-2060,-978,-1112,203,-132,2145,2876,0
2444,678,-1717,979,-3137,-271,-361,1112,0
-246,1528,-1032,1242,1060,-283,-1765,1633,0
-2529,3162,-669,-908,1135,-1610,-5295,3518,0
1583,371,-804,1759,-2271,-1467,1615,578,0
-1137,612,1999,326,-566,147,-710,1596,0
1150,-2795,937,-2844,1806,-1746,1185,2911,0
-1030,-2138,3586,-318,-431,616,-175,454,0
1269,-1280,144,537,2077,-3179,725,1841,0
132,-2505,1499,779,1146,1397,-1875,835,0
2571,-5824,-750,-76,584,-982,-1545,561,0
448,-701,685,-3360,4067,-3531,-1515,2679,0
4261,-2360,-988,-369,2012,-382,1915,1726,0
-1083,3196,-312,-1927,-2639,473,-3115,708,0
1551,1514,-1271,-24,1276,-2068,1215,1349,0
2199,-1659,-2423,242,-1860,262,-1265,957,0
1668,-1380,2923,-512,-195,682,-1675,1986,0
3283,-1581,-379,2370,-997,3608,3125,3607,0
-4782,1634,2890,821,2304,-2860,-1149,3275,0
-1604,-968,2640,1643,1568,-825,342,1254,0
2189,1612,-2792,-2264,62,327,-1061,3338,0
-2518,-1948,4759,-170,-113,-251,-1139,1969,0
1110,940,-669,150,2628,-3300,-185,1759,0
-660,-52,2184,-845,-745,363,-1126,3472,0
2539,2572,-4118,-396,-2434,1397,-754,3038,0
1647,-4276,-2673,-365,389,-117,-1475,1739,0
690,2995,-358,-153,-823,-2178,1085,416,0
2699,330,-923,-2190,320,127,1885,1562,0
-2752,549,3749,-422,1406,-2805,-4685,1871,0
1923,-601,-84,-1237,-1968,2629,-1945,110,0
-3315,780,2043,-3065,-306,234,-2375,2235,0
-2252,-1547,1456,516,-2488,-3872,432,3980,0
784,224,-1043,747,-1473,-1892,58,2584,0
-2135,2661,-836,-689,476,-1183,-5055,3714,0
2327,-2349,695,-3297,3440,-1405,2565,2721,0
1270,-124,-262,-1413,23,-867,2645,1105,0
4410,1915,-4259,-2011,268,1804,-2355,2896,0
2635,868,1041,-736,346,-1903,2165,2902,0
1997,-2594,-1575,3096,2996,-3311,855,1054,0
-2709,554,1391,-1587,-746,341,-3175,1649,0
3166,-1915,-912,-2275,6220,-1588,2125,2784,0
-218,-4176,-2,-2464,4738,-2662,1315,2014,0
-1179,1183,-1467,684,1016,517,-1245,1889,0
5164,390,-1097,2507,4056,-3113,74,207,0
-3113,4276,-1238,-1308,1622,-2123,-3775,3349,0
2656,454,-815,2791,670,-2420,3575,509,0
-967,549,717,1495,497,-568,463,1998,0
3219,1318,-1151,-3792,-2066,2178,2905,331,0
1296,-2271,1380,3792,1406,946,145,1080,0
844,1853,-1206,1832,-1347,77,484,3371,0
1181,-1514,-3357,800,508,-676,-958,3913,0
2996,2282,40,2064,-1067,-2277,2155,1114,0
-223,1203,-1043,1716,724,-3267,1915,2273,0
-2189,1365,898,-2032,573,-986,-4315,2097,0
791,566,-557,716,-3299,-1403,-74,805,0
1348,-1425,-762,1253,-100,2607,995,2135,0
1077,-3441,-2423,-2391,1125,280,-233,1561,0
2444,-338,144,-4413,7205,-2233,1865,3874,0
2741,724,-1499,2738,-1093,-1565,815,168,0
419,-846,-2782,4192,-2077,-2101,18,2630,0
534,-879,334,2159,1395,337,21,3379,0
