Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-2646,-2984,-1141,547,-2726,1848,-3985,3088,1
1594,1456,-1314,1411,-2239,726,3315,1733,1
2762,-1013,-4466,242,319,2255,-1116,3252,1
-5430,-336,5324,695,217,-3399,5555,1411,1
-1392,103,1706,389,1979,-3322,3885,3413,1
-5610,-1336,-2043,-3002,-119,5577,-4305,1702,1
-3474,380,648,-1549,335,4246,945,2107,1
2507,-1347,-407,3497,-5538,-3883,-627,3340,1
-1774,2182,-1554,1790,-1359,-45,1815,2550,1
2433,1359,-3684,1569,-997,240,-1018,1326,1
-1264,-545,494,-995,-1664,352,-1835,2125,1
-4516,1043,-4053,-2633,-682,6391,-1114,2198,1
-1679,-634,-490,716,-1925,-292,-1875,589,1
201,2449,-715,-54,324,-3278,2315,3547,1
-261,-1425,1125,-210,-2444,1078,-238,1816,1
-231,-1436,-1738,273,-2261,75,-3265,613,1
-211,-1347,1858,-247,-4673,-1806,-1565,2036,1
-3081,-389,-2108,-3096,1536,3278,-4575,923,1
-373,-1280,-1238,790,1319,-309,3545,3776,1
3400,1181,-2314,231,-846,-1408,-1865,3499,1
2752,-467,-5748,1316,-3591,2266,-421,1460,1
-652,5,-1162,-657,1373,781,568,2924,1
-6737,1915,-199,-2043,1979,3289,-1015,2676,1
-2093,67,-210,442,432,2376,480,236,1
73,-991,708,400,-2358,-231,-786,1048,1
-1912,-1169,1684,1643,-418,-1757,-1985,79,1
-2050,-82,-1684,-889,789,1881,-572,1704,1
208,17,-427,1264,-193,-2376,-2125,2383,1
470,468,-2619,-713,-2780,704,-1205,485,1
2561,759,-3140,737,3494,1133,-1575,2654,1
-536,770,-302,-1438,1547,-4532,5935,1154,1
-701,-1848,-340,926,789,1914,-1625,2489,1
-3315,-1937,478,242,984,572,5165,1833,1
2082,-157,73,2306,-4522,-1797,-1645,3569,1
66,100,496,547,-745,-1247,-817,437,1
285,-645,614,1358,-1882,-563,85,1676,1
482,-1013,1640,1042,-3699,-2893,-975,1529,1
1206,-4008,-3227,1537,-2369,5984,-2785,1655,1
-1498,-138,-3749,-785,6,3696,-2135,1520,1
-3389,-746,3021,1685,-1452,-886,1105,1975,1
-110,-1057,41,94,-2661,-57,-1505,970,1
-3623,2115,-2314,442,-1178,1023,-45,1215,1
1604,790,-500,72,-926,-1390,-1545,2905,1
684,-1291,158,242,-1849,-1434,-2645,3829,1
-2082,-2516,-3466,-18,3656,6226,532,20,1
479,1103,2564,526,789,-4873,855,598,1
-3177,251,1352,-2675,-655,1386,-1915,2042,1
3028,-768,-3662,-2054,2650,-143,-168,1830,1
2210,1791,-4183,-1672,3743,-257,-1555,3814,1
1353,1138,-3847,874,-2347,302,56,2441,1
-1604,-1102,-567,705,1211,836,2015,772,1
243,1971,574,-206,908,-4345,332,659,1
-3400,-2438,1228,347,3818,2695,4175,1955,1
982,-478,-988,-1872,5149,-2112,2455,2603,1
-87,347,-1369,1116,540,-217,-1040,3019,1
-860,-2260,-3205,-2106,5300,2398,2835,2544,1
2135,-645,-2434,1474,-2509,59,-1205,2081,1
-2072,-2126,1706,358,789,-977,-4055,3020,1
-903,-1804,716,2138,-2315,704,885,1441,1
333,1378,-256,537,-1630,-886,-1715,395,1
1333,174,890,1327,-2520,-951,1585,2619,1
944,1307,-4455,-607,-471,2508,-418,1332,1
-1997,704,555,-8,1666,-1515,3185,126,1
-4675,-400,-227,1264,-2109,3267,615,1360,1
-2847,-1481,-978,937,-1786,2497,682,1902,1
-1498,161,3097,-46,649,-3729,2195,3273,1
350,-924,-847,1432,-1400,-2189,-2925,1230,1
2167,-2516,-596,-1187,-3721,1485,-2135,2726,1
628,-2661,1934,2296,-4868,-2200,-905,3016,1
-690,133,-16,2317,-1947,-3223,-1315,973,1
291,-2739,-3814,-452,1352,3564,536,727,1
1519,318,-5672,1295,-255,4994,-3685,1648,1
-988,725,1247,316,789,781,1385,1611,1
-40,427,-1901,-281,-1637,-151,489,2611,1
4357,-2171,1923,979,-2574,-2640,-705,2022,1
-39,269,-3825,-1429,2423,2365,-467,980,1
-1870,-66,-531,-321,1157,627,65,193,1
-2497,1046,1771,-444,1092,-147,-146,3328,1
1679,190,2173,547,-1358,-2222,815,527,1
86,-110,1380,463,1049,-1718,-127,2009,1
-3081,-634,3194,463,476,-1560,4275,304,1
411,-2928,-3086,600,-4035,2222,-3125,3722,1
-122,-1336,-2010,1032,-2499,2706,-3195,1089,1
-1774,299,-2651,1011,-1746,3399,1035,3753,1
-1838,2917,-1228,1632,-1418,-852,2135,3523,1
1753,-534,-5422,-545,3732,3432,-1505,1091,1
3432,1937,-3890,-2264,3959,-2684,527,2289,1
1072,-2683,-1347,1527,-4576,-137,-2245,795,1
531,1832,-934,-1097,5138,-2992,3245,2439,1
-1615,-1336,-2369,-1088,1319,3674,-2745,2248,1
218,-1425,-1771,926,-258,2013,675,2340,1
1838,-322,-2836,131,-900,-609,1415,163,1
3209,-2494,-3814,185,908,1969,-1185,2647,1
-572,-1492,-615,21,2152,-993,5045,3344,1
420,-104,-4955,368,-4024,2233,-1186,2102,1
-871,-890,-1543,-1091,1287,748,1445,200,1
-5961,-167,6303,1295,778,-1856,5225,1110,1
-216,-2951,1347,1653,-2023,374,-1515,3407,1
-1030,-191,-1814,-162,3180,869,3265,2678,1
1849,-1325,-2564,-80,-3710,-446,-3035,879,1
