Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
82,-746,-1608,-1182,2315,-800,2425,2,1
-1126,-1670,-1793,-246,-865,2618,209,1618,1
2507,-412,-3194,1801,-6869,-533,328,2288,1
-69,1259,-786,206,-362,-193,358,713,1
1753,-1236,-3108,1601,-803,770,-1925,3455,1
1466,-2282,-357,2770,-5095,-1800,-1186,1569,1
-924,1033,31,937,-3808,-2926,-440,229,1
-1009,-315,4020,1464,-1582,-2937,445,1067,1
-1753,-2839,2206,-966,-1749,671,-3195,2900,1
1912,310,-533,884,1016,-2827,2385,669,1
1443,180,-1369,632,54,212,-987,2780,1
-129,718,-4509,2338,-573,1243,-460,3579,1
-2008,-1380,2238,-765,-4294,-1618,-2595,394,1
-666,-1904,-2347,-1619,4035,1914,1495,2677,1
-31,-2806,-1075,2243,-3256,-1013,-3225,69,1
-236,72,-767,632,-1194,-62,-527,868,1
1016,-723,-34,379,-2856,-1200,-1116,2159,1
-2943,-3273,-3194,-286,-3039,3069,-5455,3251,1
281,1799,1423,442,2434,-1914,440,2476,1
2050,1698,-1097,-1159,1027,-3993,-791,2695,1
68,-946,-2358,547,-610,1892,-1635,3356,1
-1020,-3151,1564,1116,-3310,-1258,-3325,1203,1
-1328,-141,-120,-366,-252,1155,-1032,2250,1
1211,-1893,-3314,-427,1384,1364,2435,1938,1
2125,-712,-1901,884,-474,-436,-659,590,1
-2050,533,308,-108,1092,-548,2465,619,1
-1243,973,-722,358,-1490,1232,965,1976,1
996,917,-2390,948,908,2574,1445,2930,1
1891,-657,-3781,-149,486,957,-255,280,1
-163,1757,-1217,842,319,-1665,2225,3976,1
293,1104,-1543,2338,-2325,-1980,397,658,1
-1434,-328,-1608,65,-112,847,-2305,1524,1
1275,-423,-4151,-2117,3288,2343,-2125,1173,1
-1689,-924,-880,832,-2055,3465,-4115,1873,1
-594,-467,-2510,-1829,2293,-387,4115,858,1
-2008,-144,4107,-1418,-1502,-368,237,2961,1
-882,325,-1836,-1412,1633,1903,-2505,3403,1
-711,-1792,-3347,-277,2628,3344,-350,1443,1
-598,1000,2825,263,-1160,-639,2305,2284,1
681,273,-2901,-782,3667,-259,1065,701,1
-2943,-657,-216,-1190,122,-75,-4395,2998,1
3421,-144,-1640,87,681,-704,995,3225,1
606,-316,-616,252,-3570,924,670,1156,1
-127,-2238,-2173,663,209,3751,-1385,85,1
-2072,-1659,681,-975,-1744,269,-3325,1164,1
-102,180,-499,107,-524,-1530,1625,3173,1
2539,1199,-2542,93,-699,-491,-389,2509,1
2635,-590,-2684,474,1503,-277,1025,3543,1
-2816,-187,-3988,-156,-4424,3685,-956,160,1
2167,-746,-2445,-2317,1860,-1892,1855,882,1
-1880,-2071,-804,2412,-1936,-985,-3145,2969,1
-1370,-434,-934,88,2163,1683,140,2244,1
-1381,1198,1456,326,735,-979,-599,197,1
-183,2082,-2564,-308,-1732,63,87,3373,1
-1179,1456,-179,1316,908,144,739,1647,1
533,-97,-4868,-2654,3451,1452,-32,2072,1
-2359,-824,-4488,92,-906,3795,-2995,448,1
1063,2427,-1901,1137,-2044,-2189,825,1179,1
-1636,-590,-3684,337,-3634,1738,-2395,2008,1
-2529,-26,-216,1158,-1958,440,2385,3647,1
-666,-161,36,-975,-3191,1287,74,1585,1
-1062,1667,-2260,-780,659,2365,112,2566,1
-2869,-412,2727,705,68,-1467,2895,3615,1
3400,-523,-6629,-940,2347,2321,-2745,2219,1
1166,-41,-1554,-158,-590,-2145,74,3825,1
-229,-1392,-2923,-1630,-1306,3784,-2565,2772,1
556,-534,-2716,212,1114,1870,63,2019,1
-2646,-2260,1858,747,-1215,-661,-3195,3022,1
-82,580,-149,1358,-2077,-1200,300,460,1
-2879,-1224,798,1316,335,704,3835,2186,1
-2741,1153,1814,-386,1276,-1719,2525,1593,1
-3655,361,662,737,1904,1430,1885,3047,1
-2104,453,-3597,-2549,-815,5016,-1435,667,1
-222,1262,-5075,-580,-2477,2398,-1048,2733,1
4590,710,-5390,-1688,952,-1665,1145,1168,1
531,-779,144,-734,411,-1496,1225,3236,1
-945,-1369,936,202,1795,-517,2115,3839,1
973,1263,2477,-557,-2325,-2541,1025,1019,1
-1147,368,-638,969,-2553,-325,2075,1475,1
730,-824,-2749,-1413,2477,1474,-1455,883,1
-132,1652,634,195,-2791,-1859,1075,1104,1
965,-4064,-277,-655,-6761,-1155,-5095,2662,1
-2762,-2327,1630,790,-3602,-189,-2085,2582,1
-2943,2204,-923,-946,-2325,1276,1045,1515,1
648,1582,-3053,-834,1168,-547,-1125,571,1
2199,486,-1467,1906,-2747,-1073,1205,616,1
-113,129,3607,316,-1083,-2079,778,908,1
-722,944,401,1843,-3039,-613,1045,3095,1
-2157,-142,2358,832,-682,-608,82,1102,1
-4686,3563,-3194,-769,-2271,-47,-720,2210,1
-1370,182,-912,-1086,1968,-1342,4015,2977,1
-1147,310,-1912,-274,240,2145,-724,88,1
308,-489,-2010,2464,-3883,2871,-1645,2024,1
-3007,-189,-923,-322,-782,1837,-1785,122,1
674,1224,-1249,1780,-1424,-291,1045,1066,1
-1264,-2360,329,-1353,-324,1111,-4385,2906,1
213,1471,-2227,3476,-915,594,2945,1747,1
-562,952,-2043,26,540,869,-922,519,1
-1487,-282,859,263,1081,-2101,3965,2609,1
659,-1124,-2412,-1481,2488,-2189,5075,1512,1
-553,-812,-96,821,-1285,473,-556,2205,1
-231,-256,-206,674,94,-734,1535,1949,1
5334,-1113,-3238,4792,-5982,-4950,-714,3494,1
-2189,-1915,-116,-95,2801,3608,-877,898,1
1181,-1514,997,-864,-744,-600,-2605,3247,1
-141,-26,-3933,-160,1904,3311,-605,2192,1
818,-1781,-2271,2970,-4338,-573,-1275,1331,1
-2454,-3429,331,-1524,-1118,2607,-4665,1433,1
-2401,-3530,1082,558,-1958,-475,-5125,3283,1
-913,515,2673,358,421,-4686,3235,1757,1
-1572,-1202,-733,-501,-1936,2134,-1665,937,1
-1052,-946,-3749,695,-2066,2453,-2065,2249,1
509,-1414,580,-476,-3213,-585,-1805,1865,1
-5440,-1436,2738,71,207,561,5345,3254,1
-733,819,-653,990,-4370,239,1745,1898,1
-1795,185,-1021,-2654,605,2255,-2715,1217,1
-2422,-1536,-3390,-961,-2185,3641,-3425,2546,1
766,-1547,-1119,1580,-2964,-1587,-2535,2558,1
1668,-857,-719,1295,-319,-1530,875,40,1
-617,-220,-1217,1558,-3537,-2420,-2205,3686,1
-2029,-202,-2716,1116,735,4290,101,2400,1
-1668,-2383,-1619,-1251,1839,3223,-870,1840,1
-1965,-1302,-471,1242,-1092,660,2905,2516,1
389,-456,1319,1295,-483,-1598,-504,2752,1
-4091,-1180,-2010,-1234,2715,3652,1525,1637,1
-828,457,-49,452,-1328,-1204,-978,3034,1
2040,526,-1391,347,616,-705,278,1505,1
-1158,2672,-1619,-165,-1014,-572,625,409,1
2858,21,-2010,1285,1514,-148,-960,582,1
-2146,-1881,-1456,1127,1146,902,-4065,1338,1
-1710,550,295,-741,151,-1260,2005,1379,1
775,1714,-296,8,995,-1544,-3135,821,1
-839,-1681,-1738,-906,357,957,-4785,3892,1
-1083,3808,-2271,182,1254,1793,2905,47,1
-711,3663,-2955,-389,-1389,3190,4215,399,1
-523,576,-252,-1299,-3689,59,-543,2641,1
313,2628,-3162,1169,-741,1265,-2765,678,1
-241,1468,-1673,2780,-4554,2222,-3805,3068,1
331,1076,-422,1253,-1648,-543,-1215,2425,1
-535,-314,-29,-359,-2574,-726,-1605,2648,1
-2847,831,2173,21,465,-1801,2555,2339,1
-1307,16,-171,-424,-782,-410,-1007,2243,1
-1115,-1837,-1793,-77,56,3025,-2495,1059,1
1562,-1681,-1151,1190,-4727,-653,-1355,1189,1
3857,1844,-155,5814,-5387,-7205,3305,161,1
-1370,-1525,1901,-1927,-2715,-409,-2975,1242,1
-1423,-2060,-1966,-354,3083,363,4975,114,1
942,1530,-3781,-809,584,1595,-2995,3428,1
-437,-1636,442,1716,-1772,-1991,-2685,3936,1
2646,-341,-4183,1169,-1289,1540,-1845,3306,1
-1243,1306,-1499,34,-2044,2123,1735,2878,1
-1328,2616,-804,-1004,-3223,246,1865,186,1
-60,-1659,-604,-350,-2098,759,-2395,3654,1
-2433,-257,-224,-91,-2693,280,-1365,2508,1
-2316,2082,-217,-469,768,1540,1315,1770,1
1657,-734,-1706,1306,-1257,-426,466,1599,1
631,1101,-13,589,-3018,-1509,1045,3059,1
-956,-1826,2206,1127,1233,-15,-1445,3217,1
-3039,-1570,3173,109,-381,277,-1435,3593,1
347,-957,1258,969,-2585,-2794,-1905,1824,1
-1880,-1258,870,1148,57,273,1605,3259,1
-2252,85,1782,-4,-78,-251,-752,3709,1
-2104,-902,123,-909,-2596,2871,-299,3012,1
-2561,-1,1072,-524,2109,-655,2665,1958,1
-2422,521,2966,-2812,-2282,1925,1175,2123,1
-1126,54,-1858,164,-549,2926,61,3060,1
-2433,-2349,-1858,-588,1092,3520,2525,307,1
-1423,-63,-847,-1917,-1925,-292,-3515,2552,1
359,864,-490,-1627,897,-3223,1475,3519,1
-294,38,-467,-563,2336,-1710,2275,1320,1
-2050,5,1158,-833,1611,-2992,5175,1249,1
1257,-2694,-233,-467,-2477,-174,-3545,3706,1
-2454,1366,962,2011,-3029,-561,762,3861,1
-1604,1206,845,1727,995,-749,2435,580,1
-1647,-1213,-1097,-442,-1013,1991,-2245,2579,1
828,-1759,-3347,-1121,-3710,2090,-3235,30,1
-129,85,57,133,1666,-1752,2735,3643,1
3389,1937,-2216,705,144,-1299,-2155,3065,1
-187,-2494,1423,621,-4814,-2739,-3275,1558,1
-1190,-2193,-5151,-910,2812,5148,2885,3662,1
-1997,1704,-135,-1366,-3970,605,1075,2223,1
1944,238,-2260,231,-2261,-1470,-1815,1922,1
582,-501,-15,2643,-4435,-2013,505,264,1
-2189,676,1016,-129,2120,-779,1235,3335,1
693,-1080,-1282,337,-3656,1386,-435,2722,1
-1455,-1135,-825,316,-1299,1298,2495,3268,1
-475,-1102,-1184,-323,1211,902,-3285,413,1
-1009,-307,-1358,-2138,5982,517,2885,2312,1
-1094,89,-1814,1095,1049,1012,-1183,3990,1
-2752,50,151,1864,1265,1914,1095,1880,1
-2805,214,2716,-1825,1330,-1037,-2535,175,1
-2646,1379,2216,-1969,-701,759,855,1708,1
860,160,-645,-652,-811,2629,1135,602,1
-1052,172,480,-902,2845,223,-1345,3871,1
-1657,683,-3814,-536,-2120,3267,-661,2315,1
-231,-53,824,-906,973,-758,-1915,2743,1
-2731,-1013,-310,173,1633,3443,266,1683,1
2964,-353,-3607,-1166,3656,302,-514,1999,1
-2816,-445,-466,2106,-643,1463,2415,3802,1
2401,1819,-1325,-146,-422,1287,2705,3675,1
