Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-38246313,-20413662,60900510,-18917376,12375734,-3924435,-6886000,0,0
-8740191,-24056372,42626555,8491472,1647573,1991372,-9198000,1,0
861259,-7480367,-16063046,-11860651,23128776,-7971322,24250000,2,1
-3021852,-17740112,17214674,-9280741,31772318,-45113949,5937000,3,0
18469237,-6878819,-1360225,-14078660,25205823,-21899601,3050000,4,0
-32451417,-8126475,-17975184,-14108177,-49264943,13516031,-31790000,5,1
18128986,25794179,12336549,-25938258,26017169,-27873720,22170000,6,0
-17246461,2790516,19452745,-16081614,-5865492,3167493,-16670000,7,0
-37161764,-34037623,13535981,-20983581,17222176,37346494,-50690000,8,1
-3774657,2636787,-41637892,-1950244,-3324355,10281425,19890000,9,1
-24731978,-7246432,-12597295,-14842945,18065976,29887097,-30080000,10,1
30027130,1284417,-14944010,1685644,-30160444,5803586,10970000,11,0
2149959,-13228498,-16432436,17188510,-41064937,-14428102,-22730000,12,1
-10345750,-10521530,25026193,10251963,3208603,-2775819,15270000,13,0
34163304,3728487,-8262392,1181743,-21646717,-1145314,15130000,14,0
-24317297,-23577361,48775817,-895004,16010565,-8529677,-12810000,15,0
-11653589,-14153100,-21234510,1341979,23399225,36081257,-7552000,16,1
3175284,-44954615,5533249,22691363,7669926,-36642362,10540000,17,0
750678,26774481,-23711598,28278552,-2717469,-8371027,22970000,18,1
-18447971,11540820,-9739953,37365639,9314254,-58492455,-15740000,19,0
-20861625,-25226050,-34695527,-211891,36510580,62266161,5298000,20,1
16491529,-470099,-12249634,72080000,3981005,-48645610,24460000,21,0
-21807948,-211655,4405522,-1606580,24773105,1023191,29870000,22,1
5408924,-827686,-21038950,2703988,-1303562,-5052146,18900000,23,1
9527021,-8338131,-5258379,10589303,-53105315,-27631675,-16270000,24,1
-9846006,-31475471,-9446613,-2388786,-37960186,11315619,-40440000,25,1
768754,1848090,12825448,6277680,17027453,646921,-31310000,26,0
25231721,15033144,-19995966,19644764,-18287744,-3445845,-25950000,27,1
19341129,26028115,-16497623,9767037,-11279876,-22097638,-13550000,28,1
-2368996,24669061,-16399843,-1243940,-12266473,1253134,14490000,29,1
8330827,-17606435,-33424390,-11255548,-37159657,20898414,-32340000,30,1
-23264646,6495499,29046029,5645168,27812949,-27323617,-28340000,31,0
21850479,-25649362,1952227,-18241642,25249095,-15348974,9700000,32,0
-2294566,-4929356,28068231,-4961001,48118241,-44431821,53630000,33,1
3600597,-7279851,28122553,21932349,1343589,4142275,21030000,34,0
-6192564,-19845532,-41583570,596669,3267020,47193338,-11784000,35,1
-28581065,16894602,-8881664,7827334,11499480,-8174200,-16920000,36,0
45944487,-10632927,-49047427,12117873,968206,9863347,-26750000,37,0
-15141159,-31074439,42854707,-9978929,6696310,8730135,-24900000,38,0
17650508,-19500199,13206789,7331866,44191325,-44761883,23220000,39,0
16693553,-8560927,-7192246,12887429,-3205358,-15263158,8740000,40,1
199897,-14977445,17670980,25843381,3155595,9236229,25440000,41,0
-12397887,-23042652,22864173,-3070845,-12189665,6309681,-18780000,42,1
12556316,15954404,4766221,7057778,-25021918,-38094634,-121000,43,1
45753096,38248463,-26166957,6804773,-6579909,4505343,24300000,44,0
4321929,7077553,-2408642,43796176,-14181250,-43111574,10520000,45,0
-1216396,-994783,-5646239,13098266,8405547,-4606562,-46520000,46,0
-10792329,38081366,-22701207,1801604,12548821,17938859,29010000,47,1
-31430665,14839311,-12651618,-580856,9476524,20810397,4537000,48,1
-7804502,32756547,-25808431,1052078,-7843013,16849655,26680000,49,1
-27283858,13412305,11535842,-23808801,-11221459,8191034,-24960000,50,0
