Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-1115,-1993,3879,1379,1676,374,122,3135,0
-1764,253,-793,284,2412,-4070,1195,1815,0
1604,2026,-201,-1633,908,-1524,3365,1385,0
5164,773,-1847,-696,1006,473,1475,1557,0
1409,-545,215,198,1590,-2750,1365,771,0
3538,-4576,-2249,1422,1741,-926,202,2548,0
-3124,-400,2836,21,2888,-2299,-4305,3642,0
-3825,-2037,6096,-1885,1233,-396,-687,0,0
265,1239,-2499,-260,-1711,1386,398,1653,0
-3623,-512,5140,-918,119,-752,-1605,2699,0
1269,559,-158,-2707,-2423,3256,-2505,840,0
2720,1567,-3227,3223,-4532,-140,-1705,732,0
-1115,-1325,1760,1106,2877,-838,-2565,1204,0
-1381,-1057,2847,-418,3213,-1746,-4555,2665,0
340,764,-330,800,1785,-3520,1215,232,0
-701,2550,47,-625,-873,35,-3045,2287,0
3379,-356,-1238,-101,2423,-1426,1365,2191,0
2316,2572,-581,-886,-1195,-1107,-100,675,0
87,673,322,-466,-1722,1232,-1875,2917,0
3113,-2438,-294,1558,-2261,4554,885,3320,0
-354,-5066,5118,2591,530,1969,2875,412,0
-1094,-389,950,2633,3645,-1488,-2265,3896,0
2327,149,-117,-555,-1610,1595,-3535,56,0
1023,-1447,2532,1558,573,265,-700,1807,0
-37,48,356,-837,1125,440,-1575,3504,0
-1795,-3986,6444,201,-400,924,-327,2908,0
2380,-2104,1033,3254,681,1353,103,881,0
517,-3797,527,1200,854,-3300,184,2329,0
2167,-3162,-3205,1106,335,-222,-660,813,0
3198,-4042,-1966,-2791,1958,1144,557,1548,0
420,-957,-490,-178,1741,-372,477,1240,0
3506,-7205,490,1474,2293,-2090,1255,3761,0
-1710,502,1673,-569,378,-8,175,3303,0
-3039,2628,259,-2075,-137,-806,-3215,579,0
430,-278,-1858,632,-2077,-1063,409,604,0
962,-2472,-422,-108,-864,-1794,-640,1989,0
-2274,-2026,3466,-619,1633,-998,-4235,3064,0
-1487,1255,-1380,1285,3137,-1256,-3845,305,0
-282,-3418,5042,-1755,-1466,2090,-677,3525,0
758,-3118,1554,2085,854,1991,1405,665,0
437,839,-1532,-3181,-922,-160,128,2454,0
591,2483,-1608,3381,-2336,-2288,1835,1514,0
-524,1756,530,-7205,2434,-679,1095,1480,0
165,-1826,3629,-1266,-1779,2684,1575,828,0
2688,679,-1640,1000,-1806,-119,2865,3110,0
274,-378,1333,-1551,357,-3179,875,894,0
1070,-2561,1597,1948,400,1639,622,2380,0
304,2282,-901,-1496,298,180,-3975,1325,0
1583,2472,-444,-1969,-2715,96,1875,715,0
0,2939,1124,-1959,-1339,-2607,-168,2871,0
299,-1581,754,1358,551,1023,-941,2547,0
674,-3129,4433,-1688,-1621,2079,-221,2711,0
2890,-2204,3129,-4287,4219,-2123,3495,71,0
-2284,413,757,-1456,540,325,-2245,3327,0
-2167,-545,1727,1295,1720,-1159,-1825,3189,0
-116,-109,963,-268,-1249,2101,-240,1628,0
1204,-3485,1331,431,-911,2992,643,2403,0
1031,-690,1135,1042,454,792,2155,162,0
2316,-1870,58,-2096,2239,-1191,2905,851,0
1410,-2527,-988,-749,1006,-1471,-770,2435,0
775,-1057,912,990,508,-3113,3225,2471,0
2890,-3663,-912,-3476,973,1210,1945,212,0
-4771,1780,2271,284,497,-1947,540,2877,0
1806,-50,-617,-1331,2369,-1870,1885,1844,0
503,3463,33,568,-254,-3795,-651,2225,0
-3666,1579,1803,-1906,1514,-1125,-1485,462,0
-486,-283,2162,273,1373,-176,-132,3061,0
991,-1403,-355,1780,-1871,-2629,-1225,1685,0
-2401,1080,2086,505,2217,-1706,-781,1804,0
-1806,1170,1128,2032,2488,-2068,-999,1789,0
3336,1326,804,-1091,1914,-1354,5355,2429,0
-1126,1904,499,-787,273,-283,-2175,2407,0
-2677,-1993,2521,495,2109,46,-1535,2240,0
