Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
1657,2839,-1010,1843,-3548,-1799,-900,2926,0
1530,2316,-2662,-1779,-892,338,601,609,0
-1126,-2461,3673,811,1979,56,-2375,1779,0
334,1611,-923,2159,-548,-3333,347,3256,0
1710,-1570,892,-2643,-1644,2728,-4235,349,0
20,3563,-3510,-496,-577,1221,-1245,1260,0
-2157,-1859,3086,1811,2066,-692,-371,650,0
1700,-1147,-858,1558,1568,-2530,1485,2913,0
1742,1163,1695,-2096,2401,-2805,2405,3624,0
1657,516,-2053,884,-2812,-413,-471,2420,0
384,2115,-252,537,-1144,-2563,1315,3448,0
-1742,276,3597,-3497,-38,-36,-2245,3927,0
-4293,3763,-487,-3096,-1476,67,-327,2658,0
1976,-567,593,-1150,-2953,2585,-580,1821,0
3379,-1135,154,1906,-1367,979,-940,1208,0
6631,-5935,549,3929,-1882,5082,3095,3973,0
-226,865,670,-1044,-2109,1265,-2195,2996,0
1268,-1759,490,2348,1557,814,-1100,765,0
1923,-1971,-3390,3539,-199,-1411,-784,3439,0
-786,-1559,3021,145,735,271,-1089,101,0
-1115,1123,-945,863,627,-462,-430,1638,0
-2380,-1325,4053,4,778,-180,-1083,2708,0
1785,-579,596,28,-1196,-1881,1305,1942,0
-1083,1717,-2097,284,-943,847,-1072,3613,0
-1827,2171,-707,768,4641,-3080,-4285,1058,0
-103,1707,-3108,-883,-3202,3454,-337,1970,0
2337,-790,684,-128,-3256,3190,729,1346,0
-5154,2594,1051,-2559,294,-270,-2375,1410,0
-2146,-1035,2542,600,-442,605,-144,2625,0
-149,-1080,2532,-4118,2975,-3443,985,223,0
-1668,351,-3379,2233,-5030,-1004,-1695,802,0
976,-2550,130,-1079,3429,-3245,-198,3573,0
-3496,1739,1121,-2643,-242,352,-3875,639,0
-945,586,-767,358,2390,-349,-3435,2664,0
647,-3463,599,-1783,3310,-2849,1205,2426,0
-2242,-231,2075,-739,1309,-396,-3515,1673,0
1159,-3897,-1380,1832,-316,-1811,-134,1075,0
2210,-824,-658,452,1492,-1831,2065,2346,0
-1094,132,2868,695,2390,-2332,-2475,3660,0
-669,-2483,-264,916,1893,-3542,1215,466,0
4495,-3318,93,-1439,6274,-1642,2935,3017,0
1106,-3273,3303,1095,508,1331,129,1291,0
-1073,-2594,4129,326,1925,-13,-1435,1556,0
3538,1266,-3531,1127,-627,616,895,3277,0
-158,-1926,-1238,642,1536,-2937,-278,2040,0
1487,734,484,-641,822,-2310,1175,3383,0
241,221,-2206,653,-597,-2002,-2405,2138,0
-1009,-2850,3542,1811,2542,-1485,-2245,1703,0
-3124,2505,3444,-2275,213,-2321,-4195,538,0
-2295,2138,-1336,2359,-5257,-2640,112,3011,0
