Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-28081321,-16102563,-10391818,10684179,-12287027,21778578,25230000,2705,1
-1739532,3198233,-3691730,-3468273,1003905,-10031678,10200000,1064,1
2218009,-28991298,-6042790,-1443181,-36110316,-584209,-37490000,2345,1
-49325729,-36120763,9211942,-6924950,21376268,22922793,54880000,3744,1
-5647099,-10176196,24971871,24894613,-34465988,-27928730,31920000,1760,1
-4532778,7259577,11644486,10262505,-16081964,-17725419,2529000,1234,1
-4572119,-24390566,-36738039,-13088779,15069404,42616481,-6178000,2409,1
-5413177,549191,-22722936,3283790,-39204250,160630,-13850000,2230,1
-1189814,-5263549,-17290725,-3285899,17070724,-8486329,27130000,1273,1
23615530,12801844,-7981003,-19096587,39020345,-38985801,16430000,2060,1
-21478330,-22496802,-1951249,10684179,-16341595,8961178,-27730000,2392,1
16555326,-5965356,-14107450,10220337,-69721686,-9772030,1597000,3880,1
-16204443,9244910,29154673,23692840,-47555707,-15043117,-6829000,3214,1
-2766664,-33981924,-20647831,-14455004,30019810,21943609,25900000,3028,1
2394514,-14698950,-313981,9471865,-34768890,-20700377,-26480000,652,1
-8399940,-34293838,18485812,2503692,-16870592,16860657,-18930000,1290,1
-14928502,-13339896,-4764048,-10847578,19201861,-6652065,48140000,198,1
-44657914,8689034,20028559,-14075497,-14911462,7618926,-545000,243,1
-18586198,14764675,-23374801,8681225,-5081191,12085763,1590000,3411,1
-10345750,11193259,6768534,1442127,-23031415,-13415912,4331000,3853,1
-7538681,-2982121,-22147121,2703988,1170502,15298365,-16200000,1255,1
5423810,-26239771,-1967546,6983985,-48951223,1799937,-18090000,108,1
-7985260,-10955981,39627974,14426541,11888926,-29502025,-16810000,214,1
-29612450,-12381874,19474474,-6716222,19872573,1296042,14950000,469,1
-14864705,10996085,22712071,6868024,3396836,-15971691,2835000,739,1
17565446,8980897,-7894088,2883200,-6237629,-19633177,-8187000,1988,1
8942215,9300609,-22679478,-10546081,16648824,-6836570,-9092000,577,1
-11568526,15671454,13073157,-20029,12159375,-29149959,20610000,3940,1
-8538167,-7357830,8102685,-5845463,-5013037,10149400,-10509000,3420,1
28655494,-40097667,1759492,-24420229,-51709800,3570168,-45690000,1093,1
-40255919,11381521,39465008,12128415,31588413,-24826149,51930000,3432,1
-11494096,-9285013,-7570328,-4829228,6479951,24892162,-26000000,1780,1
-17735571,12071074,-24656803,-4297918,24870466,19578166,-14640000,3208,1
-4380728,-21004070,-27992180,8923688,-16735368,53486517,-23760000,173,1
842120,17252190,16801826,21784763,-11859718,-27081572,25760000,3907,1
-42052869,-2129927,51062,-4480292,28418754,19776203,15990000,206,1
-10207523,10554949,1042984,26560228,-26860969,11744699,5068000,1635,1
-569920,-8438389,-4359892,-14160886,-27834585,6408700,-19480000,105,1
-17012538,26863599,-33272288,-15612501,-14192068,31658429,12290000,1365,1
-18267213,12029857,-34999731,-14533014,7431931,42484456,-6453000,1022,1
-17629243,-13406735,-10782937,18168903,-39777601,2833030,-13960000,2813,1
11754600,-7257572,-14987468,8133048,-6145677,7321871,-12350000,3167,1
47592577,-9496669,21712545,28731852,-46333279,-45708060,16150000,2262,1
3420158,-16804370,-18159879,25021115,-34920342,-3329223,-13680000,2274,1
-24891470,-2836190,3520506,6435808,-4247127,11502654,2195000,2672,1
-26518294,-26317749,-19995966,-4434962,-32562029,19534158,-44580000,3498,1
7882121,8808230,-11326158,1957624,-6279819,-4612063,58000,1627,1
37385053,4764487,8124413,16619249,-41248842,-40064003,13600000,1471,1
-36757716,2078684,19995966,17483682,-14277530,-10721508,53400000,3623,1
-29750677,437793,-19083355,4991572,6068869,55730937,-23740000,1696,1
-5144166,-5720281,-5805946,-3789800,2157099,26124392,-3549000,1372,1
-5364266,3072353,11327245,1271348,-8994043,-3595473,2865000,2169,1
-4643359,23655340,-706187,3526253,-6555461,8400073,30110000,3715,1
81872,-8705744,18007777,10810682,-24459384,-11017463,638000,2342,1
-4531715,-4227549,-23776784,-23966929,55095818,-11129684,21120000,2118,1
-13237881,-10087078,-4280581,4907238,21116638,6892790,22090000,2448,1
-601818,8217264,-8022288,-10134948,19374948,-9417763,133000,3261,1
-13280413,32812246,-7605,1046807,12256737,-22416698,25090000,1799,1
20893524,-24546523,-24613345,-2828382,-31880498,8664122,-34930000,1423,1
4534160,595978,-22864173,1239723,9811880,15045317,-15920000,3487,1
-7623743,-10254175,-18094692,-12880050,11694203,14572229,-2404400,2500,1
-52536846,-10855723,25428176,13519941,-12340035,27510652,7637000,1631,1
-11515362,757505,-8686104,-4775464,-4845359,26036376,789000,3889,1
-3151572,-13105960,-7533389,12897971,-17043680,10237417,-9445000,2714,1
-11409033,-22563641,-25417312,3336500,5884964,40625108,3831000,1852,1
32483316,17568560,-8305849,15406935,-10848240,-35894222,4330000,3126,1
