Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
16587225,28378610,-10055021,18474617,-35450421,-17965264,-9022000,2926,0
15364449,23209748,-26612398,-17828401,-8941035,3432642,5991000,609,0
-11207009,-24646781,36705445,8048713,19807666,602912,-23750000,1779,0
3381348,16112589,-9251054,21637177,-5490109,-33264730,3447000,3256,0
17108234,-15690391,8917516,-26475893,-16454101,27323617,-42380000,349,0
236048,35608333,-35119240,-4994735,-5782194,12217788,-12430000,1260,0
-21520861,-18564457,30860387,18147820,20597376,-6890260,-3731000,650,0
17065702,-11524110,-8599189,15607230,15664391,-25266232,14870000,2913,0
17491016,11641078,16899606,-21025749,24015848,-28060755,24000000,3624,0
16651022,5158835,-20495729,8807727,-28105033,-4093866,-4727000,2420,0
3879603,21137748,-2529237,5371080,-11454045,-25574289,13110000,3448,0
-17427219,2754869,35988394,-35067512,-397018,-322360,-22430000,3927,0
-42946027,37669194,-4878124,-31051062,-14777319,711833,-3294000,2658,0
19830240,-5664582,5922195,-11534908,-29587092,25893349,-5815000,1821,0
33865584,-11345874,1536229,19022794,-13689033,9797334,-9415000,1208,0
66338268,-59391781,5493051,39273717,-18855686,50868027,30880000,3973,0
-2232895,8655504,6699001,-10479667,-21116638,12712881,-21960000,2996,0
12728568,-17573015,4897680,23482003,15610301,8125021,-11023000,765,0
19245434,-19700715,-33880696,35352143,-2003484,-14080437,-7860000,3439,0
-7847033,-15656972,30197657,1428422,7312934,2758216,-10912000,101,0
-11175111,11234476,-9479207,8575806,6220321,-4583458,-4324000,1638,0
-23775022,-13273057,40507993,15812,7788923,-1770231,-10845000,2708,0
17852532,-5853958,5956961,253004,-11980879,-18775016,13040000,1942,0
-10813594,17167527,-20930306,2862116,-9448397,8455083,-10745000,3613,0
-18214049,21761576,-7074910,7679748,46387369,-30789266,-42830000,1058,0
-998423,17075067,-31034218,-8872665,-32075221,34584977,-3394000,1970,0
23434772,-7948238,6840239,-1310353,-32529575,31944482,7270000,1346,0
-51558625,25894437,10514586,-25643085,2932746,-2667999,-23800000,1410,0
-21403900,-10376712,25373854,5940340,-4438604,6089640,-1468800,2625,0
-1469458,-10788884,25308668,-41213420,29706090,-34353934,9850000,223,0
-16651022,3513489,-33739458,22311856,-50292648,-10006374,-16960000,802,0
9804538,-25471125,1300471,-10832820,34249629,-32373563,-2001090,3573,0
-34982032,17391437,11206650,-26496976,-2439447,3526160,-38720000,639,0
-9420693,5866212,-7671367,3568421,23875215,-3460148,-34370000,2664,0
6510485,-34639171,5991728,-17875840,33048836,-28456829,12040000,2426,0
-22424652,-2321531,20734747,-7432225,13046447,-3917833,-35190000,1673,0
11632323,-38961409,-13846704,18369199,-3178313,-18086287,-1363900,1075,0
22148198,-8237873,-6590357,4485563,14917952,-18283224,20590000,2346,0
-10919923,1317836,28654909,6931276,23853579,-23274859,-24820000,3660,0
-6709319,-24836157,-2646572,9145067,18898958,-35344119,12170000,466,0
45040696,-33224418,932167,-14438137,62711655,-16387569,29320000,3017,0
11099618,-32778826,33000678,10916100,5030346,13295990,1268000,1291,0
-10686000,-25916717,41268502,3283790,19255950,-89116,-14410000,1556,0
35460510,12661483,-35347393,11263982,-6283065,6166654,8900000,3277,0
-1556647,-19266263,-12390871,6393640,15361488,-29314990,-2803700,2040,0
14917869,7343459,4837926,-6445296,8232459,-23010809,11760000,3383,0
2446615,2207906,-22016748,6520143,-5983408,-19985243,-24120000,2138,0
-10048030,-28490008,35390850,18074027,25411364,-14810973,-22510000,1703,0
-31207375,25047813,34456510,-22786240,2123563,-23186842,-41940000,538,0
-22913763,21382823,-13390398,23597964,-52531964,-26366438,1102000,3011,0
9285656,-12950003,18149014,-13610601,-18606873,-18797020,12610000,2374,0
59522619,-753049,-52078601,-12173745,15988929,-16566902,-9450000,2875,0
5111204,26908158,-5401790,-6543335,-23561494,12063759,3828000,1157,0
11401590,1273277,-15215621,24177766,-4501348,-25365250,-2258000,1241,0
16236341,-40532119,18420625,15712649,1319789,25431263,17560000,3416,0
-10483976,15829639,19333236,11801617,22890781,-25695312,-30100000,1846,0
45912588,38259602,-25917075,33454607,-28451208,-2725210,11420000,1525,0
-6022438,11589835,-6876091,-11230248,-5408,1113408,-36930000,2209,0
19585685,-7368969,18583591,10188712,18628509,-41285232,19610000,370,0
25922855,-19188285,-30871251,29880915,12981539,-17913555,-5703000,787,0
17374055,-27153233,-10837259,694708,-20262020,-2570081,3848000,3119,0
-4211666,-16470176,23483445,3631672,-9763199,13494027,-2598900,2069,0
-3401444,-17361360,22918495,-3967957,6241957,19803,-39120000,2518,0
-23328443,1566254,31729541,-3668568,-7053844,-7807392,-8003000,2179,0
7929969,-3154788,-11641226,15016886,3688920,10358440,-2666000,3089,0
-16268240,25961276,-33207102,8744476,-21430358,-16926670,-13170000,1660,0
