Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-30580038,36967387,7876705,-12058839,7821377,-27114578,-36230000,849,0
-13216616,5383859,-20495729,-7993474,11542752,-26685497,-11821000,258,0
16459631,-14966305,-3790596,14004867,9508977,-25200219,18720000,1079,0
9670564,7393811,-9392291,9060732,-18111411,-15148737,11490000,1432,0
23466670,-41612679,13273062,35742192,4911349,17487775,2813000,3649,0
-13790789,28467728,454132,12349794,-22036163,-36642362,11920000,1855,0
7152709,23688759,-42094198,11643489,-29597910,-4322709,-37550000,1421,0
16480896,36287860,-18083828,36764753,-16784049,-27345621,3861000,1183,0
-1497103,24056372,-8316714,-10306781,-9671247,2302731,-29250000,2891,0
-287086,11519655,-3587431,12792552,-28278120,-29171963,-9028000,1819,0
18043923,-26707642,3605358,-12441508,33849365,-24672120,14690000,2696,0
-17714305,-4650861,8611139,17926440,23053051,-3881526,-6278000,249,0
-263694,-15255940,8655684,11253440,12386552,3757203,-22900000,2768,0
-19787709,-10588368,38780550,-16525427,4164910,101218,-11787000,2494,0
4859312,13160545,7099899,524984,36207678,-44024745,23080000,1723,0
42892863,-38504678,-32446592,-4115543,31880498,924173,-21090000,1899,0
-7868299,5871782,2717832,5940340,12473096,-3003562,-22660000,2524,0
-24051476,2605596,-927821,3115121,28819018,-12043955,-35730000,3971,0
20500109,1807987,-10804666,11885952,-21073366,-14043030,-2115500,3511,0
-7581212,-2143295,27840078,-45187703,60061257,-45642048,26770000,3885,0
8515838,27331470,16247741,-25411164,16757004,-29270982,19240000,831,0
6169171,35418956,-21908104,9851372,-20348563,-18863032,-7848000,666,0
21754783,-7714303,-18561862,-7071482,9865970,-8851157,-5536000,3195,0
16714819,-31520030,-13129652,12022996,41140663,-30822272,16360000,1442,0
-38703525,-198288,44364862,-20393237,-1037441,-2515071,-10939000,3054,0
-760247,-21115468,18844337,10504968,9022170,8015001,3557000,3120,0
12683910,-15824069,-20702153,20709493,8081008,-22658743,2305000,1574,0
-2329654,6875365,-2863861,14278955,25692630,-11373930,-32430000,213,0
7216506,2204564,1572081,14753339,34390262,-47996489,15650000,220,0
-17586711,5734763,17844811,-3001268,2824566,-4291903,-1804100,1309,0
-20266186,4219751,20789069,-4597307,955224,-2517271,-11743000,2869,0
28559799,-14297918,-13998806,-8578547,-23420861,40064003,-10321000,2141,0
-11961941,-2205678,7474721,-24789194,-7219575,19083074,-37310000,3551,0
9472794,-21160027,-33565628,11980829,-4379106,-7085987,-17020000,751,0
-23530467,7059172,12282227,-9692190,-7983971,4241294,13030000,1992,0
21074282,1021518,10082182,-16112186,22090253,-28225786,5834000,2595,0
34163304,3728487,-8262392,1181743,-21646717,-1145314,15130000,14,0
-15109260,-29526008,46711577,-4754380,743193,10611487,7741000,2971,0
17661141,-9062217,-26634127,70630,26936695,-9853445,16420000,1522,0
9462161,14741281,-27090433,5096991,143878,3900230,-31640000,90,0
-31228641,18155626,9104384,3863593,13208716,-20854405,-13140000,1473,0
-15917356,13007930,29111215,-34234705,-4074039,6749764,-22440000,2129,0
48198648,-31742826,-21984155,24346436,26222710,-6828979,27470000,2443,0
-30590671,12305010,14172636,-14414945,-10396049,4813401,-19550000,3425,0
49719144,8726910,-16780097,42394108,30960972,-28390817,23050000,2341,0
-32929895,-3384267,30914709,6467434,14907134,-19347123,-24710000,1854,0
22286425,41467861,-4547846,-29395989,21451994,-8571375,45410000,3242,0
26092981,-24134351,-23983208,-9505599,2079209,4142275,-6501000,3404,0
-2012795,-16570435,-6603394,-3017081,-10407949,-17072997,-4671000,3544,0
517819,27030696,-18550998,743201,4478631,-1704219,-3000000,3798,0
39469089,35441236,-33315746,-5734774,5960690,3691191,7990000,3760,0
-7517415,21438522,16019588,-16811111,-8257449,-10601585,-21740000,177,0
-23413506,-4873657,7916903,-8086031,-15192728,17707816,-3537000,2477,0
-67412184,5565438,49460275,-44133516,6112141,-3457947,-28770000,2458,0
-17895064,21282565,-29991233,13045557,-39593696,-16854056,-32340000,3486,0
-639033,20491640,-28285519,10188712,2331268,11414637,11890000,482,0
9533401,-1178589,6156867,-16407358,5614515,-22185655,11580000,87,0
-12801935,1647574,19637440,-20329986,-12041460,8521095,-13590000,1437,0
-18086455,-5943077,-6072124,31904953,3386018,684328,-1708700,506,0
27943094,-31642568,-24320006,-990935,2872165,-3555865,-22060000,2067,0
27624109,-17417058,12214868,3041327,8091826,-23714941,24060000,2515,0
22456551,23733318,21712545,-9505599,20932733,-32714627,40670000,2704,0
-22966927,32834525,-7501882,10283589,10082329,-11426740,1702000,3408,0
30133459,-7714303,-45342660,24082889,-14286184,8290052,5524000,1015,0
-1066473,1385789,8899047,-12724030,-10290033,12822901,-50060000,591,0
12061889,5886264,-14531162,22512152,-15240327,-22944797,-2261100,777,0
