Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
3315,-3908,-3607,-3128,3483,1474,-418,3725,0
2072,-2594,-945,-1027,2585,-1173,1505,3215,0
1156,-2527,1564,347,-1010,2145,622,3922,0
-1360,2995,1212,-771,-1682,-3652,1675,2918,0
-1721,-2004,4770,-163,378,385,-172,2636,0
791,-857,-999,1917,2304,1144,1405,149,0
2858,-1213,-3129,-1766,649,1078,-1160,385,0
4367,1129,140,421,2888,-2189,2965,3644,0
841,1810,-272,-2749,-4381,2519,-716,2486,0
-526,-3808,-2227,1569,-30,-2222,-1425,2791,0
782,1559,518,2064,-2737,-3256,729,3369,0
-797,-1904,2955,1453,843,-221,-1565,2912,0
1158,-2962,-912,737,-1074,-1216,761,3621,0
-1423,52,1174,1306,638,-523,-3095,3367,0
4016,85,1006,-2707,3591,-1089,3675,738,0
4920,-1514,-3292,1432,1428,528,1465,1147,0
-4877,1536,3390,-4687,-788,-545,-3925,3955,0
-2199,4766,-4053,-1241,120,135,-1865,257,0
-913,-4098,3108,895,378,1661,-636,2522,0
1679,-4287,3999,-25,-205,2365,-771,2117,0
-1955,1311,1608,3233,-771,-6094,1955,1272,0
2582,-3897,-1521,600,3732,-2024,-432,2847,0
3485,-712,-3966,379,-780,1507,995,2776,0
746,-2282,49,1695,-452,-3113,-350,1740,0
238,-590,-549,1095,-346,682,-1695,2453,0
-3836,3463,1869,-2738,-876,-1817,-4575,546,0
770,984,1280,-1980,3332,-3498,2725,1559,0
-1253,1531,106,2917,-870,-5192,-821,3123,0
-595,-3574,4488,884,1893,-988,-1735,3768,0
2135,-1503,-1206,-528,-392,-339,1855,2280,0
-36,-979,-1434,3476,-1512,-3421,-1365,3659,0
432,2305,17,747,-3862,-2343,-548,1952,0
-1710,923,-1966,202,335,-2959,-1505,1123,0
426,40,2292,-2412,-4035,1474,-508,1861,0
-1211,6492,-143,3054,-2466,-5016,723,247,0
2794,-812,-504,1485,-1005,2321,613,3824,0
-3400,1915,3064,-361,1060,-6600,1875,65,0
-422,-400,-1619,-924,-806,-1460,-485,1748,0
