Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
9183581,-14843767,-13292618,6298764,3948551,7596922,-23570000,3774,1
13046490,19611597,508454,19792351,-27293687,-29171963,-14570000,814,1
-34971399,-21761576,11823749,-1387309,-5183961,610614,31770000,3072,1
-21138079,-4205270,-2373875,-8487255,-6257102,15672435,-17660000,1115,1
17001905,-3793097,-11662955,23650673,-34682347,-27807708,-9984000,2713,1
-34397226,-7368969,-6314401,-2580648,11737475,29392004,12640000,691,1
-8357409,-4506044,-8631782,-4126085,18206609,-3281914,20670000,1591,1
32100534,2556581,-46874543,-8725923,34054906,4978432,-6853000,322,1
-20202389,-2401738,-3063766,15501812,-6179212,12525845,11890000,3894,1
16374568,-29949320,-10348360,12581715,-40588947,8235042,-15820000,3827,1
-36906576,-22830996,-6008024,6414724,12310826,51990237,8100000,2671,1
3838347,4909304,-17909997,-2527939,-6021270,-6056634,-5932000,1292,1
-8718926,12928838,9039198,13467232,-23345135,-28082759,21280000,2466,1
29963333,-13005702,-53567026,-9144645,3613195,13593045,-8130000,2838,1
-4819864,-19154865,-26742771,1466373,-67071289,10633491,-22820000,3009,1
-25072228,-571471,1856294,3083495,12429824,2587684,30490000,3891,1
-41999704,2212361,36629394,17810480,-21430358,-16722031,53320000,1195,1
-2956991,-27086395,-22429596,11327233,-21419540,17773828,14190000,2214,1
16002419,17827003,-41800859,13825655,-28689203,2824228,-10127000,1940,1
-20159858,-12370734,18529269,2893741,-34249629,59411,-5793000,782,1
-22031237,-20391382,450873,-9523520,20445925,4538349,22840000,3300,1
-10569039,21527640,32153253,-6649808,3688920,-3462348,31190000,2061,1
-48156117,153729,32142389,9977874,6717946,4274300,14150000,355,1
-18043923,-968047,-3701508,17441515,-24762287,25838339,-8773000,3073,1
-25593237,-8650045,-7434523,16208117,6620585,27455642,25280000,2475,1
-41223507,-6678303,7903866,-905546,32194218,24331057,27780000,2253,1
-10813594,-2939790,26384245,303605,-8644299,-38985801,21270000,2889,1
21244407,-12838605,-34717256,8691767,-4593301,28654866,-23070000,3630,1
5621580,-8583206,-36509886,-13402926,26417433,22427700,433000,2144,1
16938108,-12626950,-27872671,-1992412,17990250,17278736,-7475000,1872,1
5570543,19633876,-34760714,27045153,-6228975,-11114281,2333000,2307,1
-9027278,-7914819,-11554311,10072751,-31123241,-8259026,-20240000,1233,1
-13684460,-2751527,1471042,11063687,-4793433,-732737,23440000,266,1
3788798,14881643,1021255,216108,-8364871,-32670618,6167000,3118,1
21361368,4958319,-22212308,8723393,-19450673,-9677412,-3692000,308,1
-1990467,184920,-15172163,-4023829,3168577,4296304,5066000,623,1
-9027278,14658847,10960027,8396595,-18779960,-21778578,3070000,2537,1
-787893,-20246565,-25819296,-18801415,31090787,16574604,22680000,3469,1
5027949,-11434992,-13531636,2203249,28224031,16024501,7602000,3211,1
-7187797,-16325359,-18996439,-886570,16302650,20755387,14030000,2890,1
-13205983,-19968070,102125,2725072,2347495,-12605060,47430000,339,1
5769377,-556989,-6162299,2225387,-4595465,13560039,3300000,3906,1
1149409,626056,-15986995,6161719,-26860969,4813401,-4022000,545,1
5999046,-15757230,-32739932,-1847988,-15512940,27433638,-25470000,3249,1
13597271,-800950,-35054053,2270717,-27315323,45113949,-67450000,1973,1
9962967,6022169,-38606719,-18627474,15707663,2878139,-2275400,1391,1
-3147319,-11423852,-9533529,11590780,-18192546,-1170619,-19190000,3456,1
3329034,-3603721,-29795674,-18027642,16994999,-3514058,21120000,1620,1
-27060569,-3804237,-15889215,5560833,-12371407,48194526,-12240000,1318,1
25444378,-8984239,-22516512,-12426750,-7446752,-10585082,-1776700,1051,1
-18735058,18039773,-42854707,-1329329,-9982804,26498462,-2870200,1302,1
20702133,15879768,-3388612,-7719807,30279441,-27840714,-1814800,1913,1
20191756,-17027166,-8381900,18474617,-21895530,-13815287,-19330000,2039,1
-18915816,-2020757,-5359418,-7488624,-19472309,7299867,-16840000,3166,1
-16576592,-21739296,12100791,-10865499,-48258874,9522283,-18780000,1308,1
-28868151,-7224152,-41377146,-3613751,-7411269,24022999,-43050000,1783,1
-25614503,-7825701,4661922,414295,-12986948,-16308354,47920000,381,1
-26199309,-23209748,-12445194,7521620,-5271586,35300111,22570000,3228,1
-40659967,-7513787,13353459,20161316,-24145664,14704253,19800000,757,1
-47018403,-37568935,13352373,24704859,-10185099,30624235,59420000,3917,1
-30133459,-11557530,1926044,4696400,-21300543,-113321,-26470000,2357,1
8138373,-12136799,-35423444,10420633,-7327213,13218975,-28120000,3461,1
-18012025,4529437,-9251054,1762599,-23485769,-11042768,-18390000,524,1
-36523794,10000187,18866066,-8414094,26395797,-5173168,29370000,153,1
-18554300,-20959511,-5840712,-4841878,-13285524,26410446,-27170000,372,1
-24168437,-5252410,13396917,7342408,-9978476,-5580245,33420000,644,1
