Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-2741,3162,-2553,-1838,-776,2838,1105,1205,1
-807,-342,657,1506,757,-572,-771,3389,1
-1594,497,1499,-1143,-3104,341,616,1563,1
3634,489,-4738,-1355,984,18,-2155,1284,1
1955,-3028,1239,2032,-3786,85,-181,3264,1
1015,-657,-2358,1074,-3472,-139,-1265,1236,1
-5440,-222,3781,-52,3148,12,2875,1504,1
-545,685,-319,-649,-1968,1298,727,909,1
-448,616,-460,368,865,627,-513,3000,1
-1902,-2605,-1228,-1792,151,407,4855,1761,1
-1562,-567,-4107,537,1200,3674,54,2993,1
413,-3006,553,3823,-3613,-2398,-1795,3720,1
-1477,79,354,-430,-326,-1787,2445,3350,1
1228,1005,-1575,-782,1611,-1038,-686,2279,1
880,216,1651,1432,-500,-4136,3305,900,1
3453,795,-49,716,-3245,-1785,1685,2143,1
-1137,808,1706,0,43,-3080,2835,2621,1
2210,1017,-1727,537,1568,-1702,779,2542,1
-6078,-2004,614,990,1265,5159,1805,2916,1
-564,1178,-1217,1158,-1525,759,-637,1686,1
-892,-1770,-672,663,-6079,484,-1032,457,1
290,-109,-2108,1495,-1717,-336,-900,3795,1
-1041,-273,1126,200,-2618,-661,-408,1499,1
-650,1087,2705,-266,-266,-5357,3715,3406,1
-818,961,104,-1235,-2315,-619,-704,3626,1
523,-1948,1717,379,-1192,152,-1225,744,1
-450,-445,-2140,119,497,1254,134,1303,1
-1562,1067,166,579,-708,-594,-21,726,1
-1041,-1057,1192,768,-3386,814,608,1513,1
-1222,1279,-4336,-308,-1517,283,-2565,553,1
-4994,-1458,2086,-2106,-677,1067,-4165,2807,1
-1477,-1982,-1858,642,-269,3168,1365,2613,1
-2550,3374,-2999,379,1179,858,374,940,1
-1264,-16,-1391,895,-3018,-1120,-1925,1430,1
1806,241,-1651,-468,973,363,-1945,1143,1
-2412,-779,756,600,919,616,2425,1722,1
-3506,-1236,2358,-799,182,-432,1255,3549,1
-3687,-177,1814,1548,-1129,282,1465,120,1
-1232,1959,118,1558,-405,-489,-527,2737,1
-59,1489,1333,-736,2477,-3443,1075,3345,1
-2199,-3140,-2336,-2233,4013,2970,1975,360,1
500,-1336,-89,969,-2023,-335,-1445,568,1
2901,-4075,171,31,-4110,53,-3155,2428,1
392,-3196,-923,1379,-2888,-317,-3705,2091,1
-1243,-291,-270,495,-1644,173,749,2293,1
666,-2683,-1695,1253,-3753,605,-2725,3460,1
1062,1710,-1097,-448,-328,-983,-21,1324,1
-1190,936,113,-1885,-268,3344,1295,3395,1
-1126,-434,-2053,-677,41,1397,-2955,3154,1
-466,-1158,-584,516,-1305,671,-190,3749,1
-48,-168,944,-536,4154,-2563,2605,2697,1
-1679,-34,-554,130,1352,1452,1235,3293,1
812,348,1286,3360,-2823,-3278,2005,3787,1
-1370,-2561,-1738,-1343,2834,1375,2365,379,1
-2221,-545,-711,-788,497,1815,402,1357,1
1710,-3307,-1249,-58,-4511,-691,-4505,3707,1
-1211,342,-4596,-770,-1958,4697,-589,1984,1
556,-82,-934,400,-2931,-323,-1565,2384,1
897,-1280,3075,1769,-5300,-4235,-248,1383,1
578,-1102,257,170,-1990,-3,-1785,3981,1
-892,418,-317,1358,-1802,1606,-1041,617,1
524,-634,-547,1169,-2012,-49,-447,237,1
-860,857,-324,695,-619,22,261,1617,1
-935,708,924,112,724,-1435,-1215,2050,1
-2263,2126,-70,305,-792,-5,1135,2919,1
-4144,780,2912,1032,-2077,-1194,1825,3005,1
-2805,-1603,-1043,1074,-1227,2178,2525,2705,1
-177,320,-368,-343,101,-1006,1025,1064,1
218,-2895,-604,-141,-3613,-62,-3745,2345,1
-4930,-3608,921,-688,2142,2288,5495,3744,1
-567,-1013,2499,2485,-3440,-2794,3195,1760,1
-455,726,1164,1032,-1607,-1776,255,1234,1
-460,-2438,-3673,-1305,1503,4257,-616,2409,1
-544,55,-2271,326,-3916,12,-1385,2230,1
-122,-523,-1727,-325,1709,-852,2715,1273,1
2359,1280,-797,-1906,3905,-3905,1645,2060,1
-2146,-2249,-194,1074,-1633,891,-2775,2392,1
1647,-590,-1412,1021,-6966,-981,162,3880,1
-1625,924,2912,2370,-4760,-1508,-681,3214,1
-279,-3396,-2064,-1442,3007,2189,2595,3028,1
235,-1469,-30,948,-3472,-2079,-2645,652,1
-839,-3429,1847,252,-1685,1683,-1895,1290,1
-1498,-1336,-475,-1080,1925,-668,4815,198,1
-4463,869,1999,-1404,-1489,759,-53,243,1
-1859,1476,-2336,874,-507,1210,161,3411,1
-1041,1119,677,146,-2304,-1345,435,3853,1
-754,-297,-2216,273,117,1529,-1615,1255,1
538,-2628,-196,695,-4889,176,-1805,108,1
-797,-1091,3966,1443,1190,-2959,-1675,214,1
-2964,-1236,1945,-668,1990,125,1495,469,1
-1487,1100,2271,684,346,-1600,285,739,1
1753,898,-788,294,-623,-1969,-817,1988,1
890,929,-2271,-1051,1666,-687,-907,577,1
-1158,1566,1308,1,1211,-2915,2065,3940,1
-860,-734,810,-581,-499,1012,-1049,3420,1
2858,-4008,176,-2433,-5171,352,-4565,1093,1
-4027,1138,3944,1211,3158,-2486,5195,3432,1
-1147,-924,-756,-480,649,2486,-2595,1780,1
-1774,1207,-2466,-426,2488,1958,-1465,3208,1
-441,-2093,-2803,895,-1672,5346,-2375,173,1
80,1724,1684,2180,-1184,-2706,2575,3907,1
-4208,-212,5,-445,2845,1969,1605,206,1
-1020,1055,105,2654,-2682,1166,509,1635,1
-60,-846,-435,-1412,-2780,638,-1945,105,1
-1700,2683,-3325,-1556,-1418,3157,1235,1365,1
-1827,1202,-3499,-1449,746,4246,-643,1022,1
-1764,-1336,-1075,1822,-3981,279,-1395,2813,1
1171,-723,-1499,811,-613,726,-1235,3167,1
4750,-946,2173,2875,-4630,-4576,1615,2262,1
338,-1681,-1814,2507,-3494,-336,-1365,2274,1
-2486,-282,352,642,-424,1144,222,2672,1
-2656,-2628,-1999,-440,-3256,1947,-4455,3498,1
784,880,-1130,198,-627,-465,8,1627,1
3730,476,812,1664,-4121,-4004,1365,1471,1
-3676,208,1999,1748,-1426,-1075,5345,3623,1
-2975,44,-1912,505,605,5566,-2375,1696,1
-517,-567,-580,-376,216,2607,-353,1372,1
-539,307,1133,129,-897,-363,288,2169,1
-467,2360,-69,358,-654,836,3015,3715,1
5,-868,1803,1084,-2444,-1105,66,2342,1
-455,-423,-2379,-2391,5506,-1116,2115,2118,1
-1328,-1002,-427,495,2109,682,2215,2448,1
-63,821,-802,-1010,1936,-944,15,3261,1
-1328,3285,0,107,1222,-2244,2515,1799,1
2082,-2449,-2466,-280,-3191,858,-3495,1423,1
449,60,-2282,126,984,1496,-1585,3487,1
-765,-1024,-1803,-1284,1168,1452,-238,2500,1
-5249,-1080,2542,1358,-1233,2750,766,1631,1
-1158,75,-869,-475,-483,2596,81,3889,1
-317,-1314,-753,1295,-1702,1023,-943,2714,1
-1147,-2260,-2542,337,595,4059,385,1852,1
3241,1757,-825,1537,-1083,-3597,435,3126,1
914,-1481,-1325,632,400,759,-2355,3774,1
1300,1959,51,1980,-2726,-2915,-1455,814,1
-3496,-2171,1183,-135,-517,57,3175,3072,1
-2114,-423,-236,-845,-624,1562,-1765,1115,1
1700,-378,-1162,2370,-3461,-2783,-996,2713,1
-3443,-734,-631,-254,1179,2937,1265,691,1
-839,-445,-858,-409,1817,-332,2065,1591,1
3209,256,-4683,-869,3407,495,-683,322,1
-2019,-239,-306,1548,-616,1254,1195,3894,1
1636,-2995,-1032,1264,-4056,814,-1575,3827,1
-3687,-2282,-599,642,1233,5192,815,2671,1
380,491,-1793,-249,-601,-609,-591,1292,1
-871,1292,905,1348,-2336,-2816,2135,2466,1
