Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-2646,-2984,-1141,547,-2726,1848,-3985,3088,1
1594,1456,-1314,1411,-2239,726,3315,1733,1
2762,-1013,-4466,242,319,2255,-1116,3252,1
-5430,-336,5324,695,217,-3399,5555,1411,1
-1392,103,1706,389,1979,-3322,3885,3413,1
-5610,-1336,-2043,-3002,-119,5577,-4305,1702,1
-3474,380,648,-1549,335,4246,945,2107,1
2507,-1347,-407,3497,-5538,-3883,-627,3340,1
-1774,2182,-1554,1790,-1359,-45,1815,2550,1
2433,1359,-3684,1569,-997,240,-1018,1326,1
-1264,-545,494,-995,-1664,352,-1835,2125,1
-4516,1043,-4053,-2633,-682,6391,-1114,2198,1
-1679,-634,-490,716,-1925,-292,-1875,589,1
201,2449,-715,-54,324,-3278,2315,3547,1
-261,-1425,1125,-210,-2444,1078,-238,1816,1
-231,-1436,-1738,273,-2261,75,-3265,613,1
-211,-1347,1858,-247,-4673,-1806,-1565,2036,1
-3081,-389,-2108,-3096,1536,3278,-4575,923,1
-373,-1280,-1238,790,1319,-309,3545,3776,1
3400,1181,-2314,231,-846,-1408,-1865,3499,1
2752,-467,-5748,1316,-3591,2266,-421,1460,1
-652,5,-1162,-657,1373,781,568,2924,1
-6737,1915,-199,-2043,1979,3289,-1015,2676,1
-2093,67,-210,442,432,2376,480,236,1
73,-991,708,400,-2358,-231,-786,1048,1
-1912,-1169,1684,1643,-418,-1757,-1985,79,1
-2050,-82,-1684,-889,789,1881,-572,1704,1
208,17,-427,1264,-193,-2376,-2125,2383,1
470,468,-2619,-713,-2780,704,-1205,485,1
2561,759,-3140,737,3494,1133,-1575,2654,1
-536,770,-302,-1438,1547,-4532,5935,1154,1
-701,-1848,-340,926,789,1914,-1625,2489,1
-3315,-1937,478,242,984,572,5165,1833,1
2082,-157,73,2306,-4522,-1797,-1645,3569,1
66,100,496,547,-745,-1247,-817,437,1
285,-645,614,1358,-1882,-563,85,1676,1
482,-1013,1640,1042,-3699,-2893,-975,1529,1
1206,-4008,-3227,1537,-2369,5984,-2785,1655,1
-1498,-138,-3749,-785,6,3696,-2135,1520,1
-3389,-746,3021,1685,-1452,-886,1105,1975,1
-110,-1057,41,94,-2661,-57,-1505,970,1
-3623,2115,-2314,442,-1178,1023,-45,1215,1
1604,790,-500,72,-926,-1390,-1545,2905,1
684,-1291,158,242,-1849,-1434,-2645,3829,1
-2082,-2516,-3466,-18,3656,6226,532,20,1
479,1103,2564,526,789,-4873,855,598,1
-3177,251,1352,-2675,-655,1386,-1915,2042,1
3028,-768,-3662,-2054,2650,-143,-168,1830,1
2210,1791,-4183,-1672,3743,-257,-1555,3814,1
1353,1138,-3847,874,-2347,302,56,2441,1
-1604,-1102,-567,705,1211,836,2015,772,1
243,1971,574,-206,908,-4345,332,659,1
-3400,-2438,1228,347,3818,2695,4175,1955,1
982,-478,-988,-1872,5149,-2112,2455,2603,1
-87,347,-1369,1116,540,-217,-1040,3019,1
-860,-2260,-3205,-2106,5300,2398,2835,2544,1
2135,-645,-2434,1474,-2509,59,-1205,2081,1
-2072,-2126,1706,358,789,-977,-4055,3020,1
-903,-1804,716,2138,-2315,704,885,1441,1
333,1378,-256,537,-1630,-886,-1715,395,1
