long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,RowNum,gender
20,-12,-14,-20,-20,-20,-20,1338,1
20,0,-4,-20,-20,20,-20,1339,1
20,-14,-14,-20,-20,-20,-20,1341,1
20,-14,0,-20,-20,-20,-20,1342,1
20,0,0,-20,-20,-20,-20,1345,1
20,1,-6,-20,-20,-20,-20,1346,1
20,6,2,-20,-20,-20,-20,1349,1
20,-12,-6,20,-20,-20,-20,1350,1
20,-19,-8,-20,-20,-20,-20,1351,1
20,-13,0,-20,-20,-20,-20,1352,1
-20,-10,-12,-20,-20,-20,-20,1353,1
-20,-14,0,-20,-20,-20,20,1355,1
20,0,-14,-20,-20,-20,-20,1356,1
20,-11,-2,-20,-20,-20,-20,1358,1
-20,-15,2,-20,-20,-20,-20,1359,1
-20,0,-8,-20,20,-20,-20,1360,1
-20,-14,6,-20,-20,-20,-20,1363,1
-20,-7,-6,-20,-20,-20,-20,1364,1
20,0,8,-20,-20,-20,-20,1365,1
20,-17,8,-20,20,-20,-20,1366,1
20,2,-16,-20,-20,-20,-20,1367,1
20,-17,-12,-20,-20,-20,-20,1369,1
20,7,-10,-20,-20,-20,-20,1370,1
20,-7,-4,-20,-20,20,-20,1371,1
20,-18,-20,-20,-20,-20,-20,1372,1
20,-16,-4,-20,-20,-20,20,1375,1
20,-15,4,-20,20,-20,-20,1379,1
20,6,0,-20,-20,-20,-20,1383,1
20,-12,-12,-20,-20,-20,-20,1384,1
20,-1,8,-20,-20,20,-20,1386,1
20,0,-10,-20,-20,-20,-20,1387,1
-20,-6,8,-20,-20,-20,20,1390,1
20,-11,-12,-20,-20,20,-20,1392,1
20,0,-10,20,-20,-20,-20,1395,1
20,8,4,-20,-20,-20,-20,1396,1
20,-20,-12,-20,-20,-20,-20,1397,1
20,-16,-20,-20,-20,-20,-20,1398,1
20,-18,4,-20,-20,20,-20,1399,1
20,-13,-16,-20,-20,-20,-20,1400,1
20,1,-6,20,-20,-20,-20,1401,1
20,2,-2,-20,-20,-20,20,1402,1
20,0,6,-20,-20,-20,-20,1405,1
20,5,-4,20,-20,-20,-20,1407,1
20,-10,-2,-20,-20,-20,-20,1410,1
20,3,2,20,-20,20,20,1414,1
20,8,0,-20,-20,-20,-20,1419,1
20,3,-2,20,20,-20,20,1420,1
20,-5,-2,-20,-20,-20,-20,1425,1
-20,-14,-18,-20,20,-20,-20,1426,1
-20,0,0,-20,-20,-20,-20,1427,1
20,-2,-8,-20,-20,-20,-20,1428,1
20,-6,-4,-20,-20,-20,-20,1432,1
20,-3,-20,-20,-20,-20,-20,1433,1
-20,-20,0,-20,-20,-20,-20,1434,1
20,8,2,-20,20,-20,-20,1435,1
20,-12,2,-20,-20,-20,20,1436,1
20,6,-12,-20,-20,-20,-20,1440,1
20,-9,-14,20,-20,20,-20,1442,1
-20,-18,-6,-20,-20,-20,-20,1443,1
20,-18,-16,-20,-20,-20,-20,1444,1
20,-10,8,-20,-20,-20,-20,1445,1
20,-14,-8,-20,-20,-20,-20,1446,1
20,-10,0,-20,20,-20,-20,1448,1
20,-16,-18,-20,-20,-20,-20,1449,1
