Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-1764,253,-793,284,2412,-4070,1195,1815,0
-5270,1338,1110,-240,3245,-2651,-1555,1818,0
-31,1152,-358,1285,-2823,-2915,-901,1819,0
-1742,3140,944,1643,1925,-2299,-1925,1820,0
1976,-567,593,-1150,-2953,2585,-580,1821,0
-422,-3518,1467,-932,3624,-4213,855,1823,0
-222,-3463,2325,758,-607,2387,596,1826,0
2699,2360,-1412,2654,1492,-2453,3415,1827,0
-3953,2739,-321,-686,-831,-4180,279,1829,0
-1232,784,-1108,495,952,506,-1565,1834,0
10,-534,-287,2306,1687,-4290,2735,1836,0
-1583,-1837,-2619,2043,-964,-2772,-2395,1837,0
-3581,-634,4585,-991,1460,-1509,-2885,1838,0
901,-1336,1597,1169,-354,1243,1265,1839,0
1269,-1280,144,537,2077,-3179,725,1841,0
-1530,604,-134,1674,1071,-870,-2465,1842,0
-1710,-734,2249,589,1806,-2013,-4965,1843,0
1806,-50,-617,-1331,2369,-1870,1885,1844,0
-2348,-657,760,2117,-443,-5005,1035,1845,0
-1052,1583,1934,1179,2293,-2574,-3005,1846,0
3028,2093,-2129,-1063,32,-171,147,1847,0
835,-746,-425,-1828,-1172,3025,-1965,1849,0
-722,897,-847,-1205,-789,-1828,65,1851,0
-892,3452,4053,-2370,-3775,-3564,2675,1853,0
-3294,-337,3097,653,1492,-1936,-2465,1854,0
-1381,2850,45,1232,-2206,-3663,1195,1855,0
-1604,-768,2640,1358,1373,-575,-1026,1857,0
70,-2561,-96,368,357,-2145,2325,1858,0
3942,-1781,402,1042,1849,-1846,3935,1859,0
426,40,2292,-2412,-4035,1474,-508,1861,0
-711,2884,-486,1590,200,-1067,-1985,1863,0
883,-4476,2749,684,584,2310,505,1864,0
-1360,-746,3803,-496,-1307,891,3145,1868,0
2858,1475,-2097,2001,1135,-1180,4405,1870,0
-2752,549,3749,-422,1406,-2805,-4685,1871,0
-377,-512,3184,-297,-1323,1122,945,1875,0
1540,136,-1054,-1268,508,-822,1435,1877,0
-138,-512,835,568,-129,-3564,805,1881,0
-15,1236,-2347,2180,3321,-1672,-3045,1882,0
-1455,1319,1294,-2865,-1849,748,-2785,1885,0
-463,-1180,775,-3813,1709,-1701,1205,1887,0
-1179,1183,-1467,684,1016,517,-1245,1889,0
1024,606,-1923,2370,-2509,-1589,165,1891,0
-945,-3184,4118,-479,160,1309,-874,1892,0
1944,-456,-497,-2981,2185,-1017,935,1893,0
-205,-1013,1311,-1436,-156,1859,-2405,1894,0
4282,-3853,-3249,-408,3191,88,-2105,1899,0
1849,-2962,-2553,2443,-533,-1244,-517,1900,0
2571,-4665,1521,-291,3418,-2530,3035,1901,0
-2901,-1236,3760,-165,1828,-787,-1315,1903,0
964,-2115,-122,1927,1125,2376,-1655,1906,0
1891,611,-4662,2538,-2315,385,-161,1909,0
3985,1721,-2564,141,-3277,1441,380,1910,0
-913,486,380,790,123,-554,-2745,1911,0
3018,-4231,-804,1896,4641,-2904,1145,1914,0
293,913,984,-1199,-1325,1287,855,1916,0
-139,-935,846,-1608,1438,-3201,333,1917,0
-229,-251,1619,-1031,3007,-3927,3405,1918,0
-345,-5189,6650,400,1720,1045,701,1919,0
-466,-1547,-1825,716,-1936,-1226,265,1920,0
-3198,-2160,3749,1327,2553,-1159,376,1921,0
-1870,338,3499,474,-232,-824,1245,1923,0
1319,949,76,-676,2347,-2695,1825,1924,0
1369,-2694,116,1853,56,-2871,182,1926,0
-2274,191,31,-2865,-36,-2893,-1585,1927,0
1337,-2260,1232,-6,941,-2508,3205,1930,0
-807,-1302,878,-3096,4467,-3300,1875,1932,0
-1041,-1224,3260,-1762,-446,726,-635,1933,0
-349,-645,3618,-3160,-266,1067,-1705,1935,0
79,2505,194,-1435,-9,-2739,-358,1937,0
1785,-579,596,28,-1196,-1881,1305,1942,0
-570,704,574,979,-654,-177,46,1944,0
2720,1237,-2129,884,-1381,-370,384,1946,0
4335,-2661,-3053,1211,1309,374,1195,1947,0
2050,2839,-1445,600,-1968,-1197,225,1948,0
432,2305,17,747,-3862,-2343,-548,1952,0
986,-4020,3792,979,1244,231,-1625,1957,0
-967,-1369,2064,768,-1453,1243,-206,1960,0
-2412,1549,909,779,1676,-1914,-1705,1961,0
-680,1297,-1347,1137,1795,-82,-2015,1962,0
-231,-202,2836,1601,-71,-105,-317,1963,0
20,-1403,1075,61,-1338,2244,-54,1964,0
-4176,1658,2423,-41,400,-1777,-2125,1966,0
1774,-3452,-2456,-1320,1482,-484,-2135,1967,0
-2518,-1948,4759,-170,-113,-251,-1139,1969,0
-103,1707,-3108,-883,-3202,3454,-337,1970,0
-935,-1447,2890,579,-100,146,2255,1972,0
-304,-623,1412,1432,2401,1,-2515,1978,0
-3400,1937,1880,-2591,681,-419,-2285,1979,0
674,-1904,1095,2622,2704,-493,-465,1980,0
-1402,-4387,5640,-1626,887,1672,1115,1981,0
149,-3218,1193,1864,1839,880,-3365,1983,0
-1668,-1748,3162,589,-642,847,1255,1985,0
1668,-1380,2923,-512,-195,682,-1675,1986,0
-3793,-26,3684,1285,2769,-2420,207,1987,0
962,-2472,-422,-108,-864,-1794,-640,1989,0
-1094,-545,-277,1864,1904,-309,161,1990,0
-2571,744,1159,-2433,897,305,-2935,1991,0
-2359,706,1229,-965,-797,418,1305,1992,0
1530,1497,-180,568,2985,-3608,1715,1993,0
-3273,2628,374,979,3115,-3190,-2335,1994,0
-379,1016,121,-3539,44,-1283,1205,1995,0
-513,-3351,5564,589,1265,-78,402,1996,0
-3060,2294,669,-1490,159,-1245,-1315,1997,0
-967,549,717,1495,497,-568,463,1998,0
-6949,89,4238,-1672,2585,-2860,-2335,2001,0
6131,-3730,-4053,884,1503,2717,4725,2002,0
850,3630,792,166,692,-3751,2385,2003,0
869,-790,1662,99,1114,-3795,1565,2004,0
-3496,1377,-72,1453,4684,-2937,-2225,2006,0
-147,-1046,1825,863,-24,321,835,2010,0
1944,-2984,-2510,2054,1363,-1350,1595,2011,0
-218,-4176,-2,-2464,4738,-2662,1315,2014,0
1625,-1848,-251,2233,177,2200,-397,2020,0
2072,-1403,1053,191,-1744,2893,660,2021,0
2858,-3530,-1010,3149,259,-1892,2285,2023,0
-3347,1307,-16,-772,-4132,-3102,-1865,2025,0
3613,-96,-2999,-1122,1265,858,238,2027,0
-1275,2071,1354,-1083,-1362,-597,-645,2029,0
-4718,3329,1103,-1631,876,-1991,-2625,2030,0
3740,1506,-1564,3929,703,-1881,4625,2031,0
1572,-292,424,-3012,1503,-1475,985,2032,0
-265,219,645,273,616,9,-2475,2034,0
-5855,1855,808,122,3180,-2618,-1615,2035,0
2061,-257,-3738,1653,-2142,363,132,2037,0
-158,-1926,-1238,642,1536,-2937,-278,2040,0
-241,5623,480,2612,-2369,-4400,2535,2045,0
-1625,-3340,5194,537,2087,-492,-494,2048,0
-1487,-2160,3227,-365,2466,682,-3285,2054,0
-209,4465,-4672,-1885,-2044,2101,-3215,2055,0
-2391,2906,-457,1337,1428,-2046,-2685,2057,0
-123,-2917,3618,526,-445,1243,98,2058,0
455,-2906,4488,431,616,539,-1034,2064,0
1099,1904,-1108,1917,-913,48,915,2066,0
2794,-3162,-2434,-96,287,-359,-2205,2067,0
-424,-1648,2347,368,-974,1342,-257,2069,0
-775,-11,369,-378,-1527,-2948,-351,2070,0
-1753,-1091,3097,-82,94,266,147,2071,0
-1530,-579,1858,705,-297,-304,895,2076,0
-2231,-1302,3173,1169,400,-438,-594,2077,0
182,203,665,-759,1190,-354,-4725,2078,0
-2646,898,3086,821,130,-674,-35,2080,0
-382,185,-2347,2433,-1077,-2695,-115,2083,0
-4803,358,1554,-2306,98,-143,-2335,2084,0
-1785,-657,2999,-903,-822,1254,1695,2085,0
2231,-1926,-257,-2728,283,-59,1185,2087,0
-2422,-2572,4368,-909,1179,-363,-3625,2092,0
2348,3686,-2151,495,-157,-741,3095,2093,0
-1615,-890,2499,-2823,-1464,3014,-1615,2096,0
-2189,1365,898,-2032,573,-986,-4315,2097,0
-1381,1036,1120,790,1027,6,-1335,2099,0
-584,1673,-409,5,1968,-1646,-3835,2101,0
-390,-879,510,-987,-201,-2684,443,2104,0
-126,5311,154,2791,-2087,-4895,-556,2106,0
-668,-957,2629,821,-22,64,-1555,2108,0
297,-1169,1749,-543,1417,385,-3585,2109,0
-133,-76,1178,-703,-1338,1254,-1051,2112,0
-913,-623,-1032,2117,1190,-3982,738,2113,0
1679,-4287,3999,-25,-205,2365,-771,2117,0
-2688,-1904,4803,204,638,-408,-88,2119,0
5525,-5022,-1054,242,4392,-416,2415,2120,0
-326,-2371,4509,1874,2509,-413,197,2121,0
-4261,1659,1224,-1133,627,-1348,-1305,2122,0
-1594,1300,2912,-3423,-406,671,-2245,2129,0
513,-356,-721,2370,-552,1342,643,2130,0
3177,848,-114,642,226,-1534,2075,2131,0
1348,-1425,-762,1253,-100,2607,995,2135,0
-828,246,972,-4,930,-220,-2265,2136,0
241,221,-2206,653,-597,-2002,-2405,2138,0
2847,-1425,-1401,-854,-2336,4004,-1030,2141,0
4357,-757,-247,2159,1190,-1753,3895,2142,0
-1594,1937,-244,-888,-2682,1727,-346,2146,0
1955,163,-4499,1590,-596,-147,-1053,2147,0
168,4276,-923,3370,605,-4928,-69,2151,0
-481,2182,-262,-1626,-415,-2068,2025,2153,0
1032,-1703,-1,1232,3342,-3608,2695,2155,0
-1296,-2383,4053,1032,-17,-288,-2375,2156,0
1225,-1325,-417,337,367,2365,-1475,2157,0
557,-62,-1217,2538,-3948,-1914,-790,2160,0
-2242,253,1294,716,-7,-308,93,2161,0
957,-149,300,737,1438,-3773,-729,2163,0
327,518,19,2180,1309,-519,-442,2166,0
2221,-3596,-2803,547,316,-156,51,2168,0
5132,-501,1180,-3560,5149,-413,5725,2172,0
2592,-1458,-2608,1495,-388,-455,835,2173,0
4973,-3062,-2575,2991,746,3410,-79,2175,0
-422,-1581,-249,2022,973,1331,-1605,2176,0
-2337,157,3173,-364,-704,-784,-798,2179,0
2731,258,-1054,916,573,-1213,2205,2180,0
2082,256,1532,-453,-305,-2299,2335,2182,0
255,-4465,1510,2380,1730,1980,-671,2184,0
1191,2149,1141,-3328,-319,-1236,3475,2187,0
-21,2873,-934,821,-2466,-2178,1385,2188,0
-572,-2973,4770,-2075,1763,334,-2635,2189,0
-903,-790,-640,1653,887,-4048,225,2190,0
3379,-356,-1238,-101,2423,-1426,1365,2191,0
-2210,1675,437,737,1200,-1133,477,2193,0
1817,365,-706,2959,258,-655,-595,2194,0
-3538,4331,-1684,-1858,995,-2156,-7205,2196,0
2157,2895,1858,1358,1092,-3949,4315,2200,0
1142,-329,-61,-579,-1614,-1514,772,2202,0
2380,797,264,-962,3342,-2398,3055,2208,0
-604,1159,-686,-1119,1,107,-3695,2209,0
-2199,850,524,653,-2704,-3608,168,2220,0
1362,583,-214,1685,-1698,-2200,2355,2221,0
1052,747,-2064,1200,-2142,-1136,-172,2222,0
-2284,1377,3,368,584,-437,-555,2224,0
