fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-1179,-1513,-1690,-2760,-2522,-1794,-1412,257,-179,-2043,-2150,805,6
-1696,-2003,-1300,-2893,-2512,-145,-1573,-70,179,-2004,-2150,806,6
-1179,-2092,-1170,-2537,-2512,-1018,-1757,-397,-537,-1226,-650,807,6
-1926,-1780,-2535,-2582,-2913,-2764,-3112,-1660,-383,-2004,-250,808,6
-1869,-2804,-1300,-2849,-2674,-1794,-2928,-163,1202,-1342,-1650,809,6
-1179,-2893,-455,-2537,-2555,-339,-2216,-163,793,-1381,-1250,811,6
-1409,-1558,-2470,-2849,-1448,-2764,-2905,-491,-486,-1148,-1850,812,6
-1409,-2047,-520,-2760,-2446,-2473,-2905,-818,76,-1965,-50,814,6
-143,-2226,-195,-2760,-2718,-2764,-3135,-537,-742,-2510,350,815,6
-2387,-1202,-1755,-2537,-2902,-1794,-1780,-1660,435,-2004,850,816,6
-373,-1914,-975,-2715,-2479,-1697,-2515,-397,-742,-1965,-550,818,6
-2157,-2270,-1495,-2404,-2653,-2570,-2377,-1519,-844,-2354,350,825,6
-1524,-1558,-1365,-2626,-2446,-2861,-3066,-958,-281,-2121,-150,826,6
-603,-2181,-1040,-2938,-2707,-2861,-3112,-163,-895,-1926,-1150,827,6
-316,-1914,-260,-2715,-2577,-2861,-3020,-257,-537,-1654,650,828,6
-1524,-2181,-1235,-2893,-2522,-824,-1894,70,435,-2121,-2150,829,6
-1524,-2181,-1235,-2893,-2522,-824,-1894,70,435,-2121,-2150,830,6
-2157,-1068,-3250,-2671,-2349,1309,-2032,-771,1202,-1809,-150,831,6
-1179,-2226,-1105,-2582,-2555,-2279,-2308,-491,-537,-1381,-650,834,6
-661,-2003,454,-1602,-2512,-2764,-2928,-257,-486,-2315,850,840,6
-1869,-467,-2470,-2849,-2143,-1891,-1917,-537,-793,-2238,-2150,843,6
-2329,-1869,-1820,-2849,-2533,-1309,-2101,-350,742,-2199,-2150,844,6
-1466,-1246,-1885,-2982,-2631,-2958,-3181,-1145,-1100,-2432,-1850,845,6
-1466,-2626,-1560,-2760,-2815,-1503,-1619,-911,-1151,-1459,-750,846,6
-1351,-1202,-1755,-2626,-2555,-1115,-1228,-70,-844,-2276,-2150,847,6
-1466,-1246,-1885,-2982,-2631,-2958,-3181,-1145,-1100,-2432,-1850,848,6
-1984,-890,-3120,-2715,-2533,-2570,-3043,-958,-127,-2121,-1250,857,6
-1984,-890,-3120,-2715,-2533,-2570,-3043,-958,-127,-2121,-1250,858,6
-28,-2315,-260,-2804,-2501,-2764,-3181,-350,-1407,-2666,-1250,859,6
-1351,-1246,-1235,-2760,-2522,-2376,-1573,-116,-435,-1848,-2150,860,6
-719,-2047,-650,-3071,-2902,-921,-2239,-1052,-895,-1303,-750,861,6
373,-2359,130,-2849,-1947,-1697,-2377,116,-486,-1537,-150,862,6
373,-2359,130,-2849,-1947,-1697,-2377,116,-486,-1537,-150,863,6
1351,-2047,-65,-2537,-2512,-2570,-2928,1005,-1561,-1342,-1350,864,6
-1466,-2982,-1040,-2448,-2664,-1891,-2055,-1098,-25,-1498,150,870,6
-1811,-445,-3185,-2671,-2739,-2279,-2974,-2174,76,-2977,1150,873,6
-1409,-1335,-3250,-2893,-2620,-2667,-2997,-210,-588,-2043,-2250,874,6
-1811,-445,-3185,-2671,-2739,-2279,-2974,-2174,76,-2977,1150,875,6
-1811,-1113,-3185,-2626,-2522,-1018,-2537,-911,127,-2160,-750,882,6
-1869,-1202,-1429,-1513,-2457,-2182,-1803,-350,-281,-1809,-650,888,6
-1984,-934,-3250,-2448,-2045,-1891,-2629,-771,332,-2082,-350,889,6
-1006,-2136,-1170,-2849,-2664,-824,-2216,-1145,25,-1732,150,893,6
-1754,-1246,-2925,-2626,-2501,-1794,-2560,-678,25,-2199,-1350,894,6
-1754,-1246,-2925,-2626,-2501,-1794,-2560,-678,25,-2199,-1350,895,6
86,-1869,0,-2626,-2642,-2085,-2951,-491,-1407,-1148,-250,896,6
-1926,-1958,-1235,-2760,-2522,-1309,-2216,-163,486,-2393,-2150,897,6
-3019,-2092,-3185,-2938,-2859,-824,-2009,-2922,1663,-1615,2350,898,6
-1696,-1825,-1950,-2938,-2848,-1018,-1917,-1660,25,-2315,50,899,6
-1409,-1202,-2405,-2715,-2273,-1697,-2560,-1239,-690,-2471,-450,902,6
-1294,-601,-1820,-2626,-2566,-2085,-1527,-70,-690,-2432,-2150,903,6
-1869,-712,-3250,-2804,-2143,-3055,-3158,-303,-127,-2199,-1950,905,6
-1294,-601,-1820,-2626,-2566,-2085,-1527,-70,-690,-2432,-2150,906,6
-1811,-1736,-1950,-2804,-2544,-630,-2147,-678,-25,-2043,-1250,908,6
-1811,-1736,-1950,-2804,-2544,-630,-2147,-678,-25,-2043,-1250,909,6
-1351,-378,-3250,-2760,-2468,-2473,-2882,-397,-230,-1887,-750,910,6
-891,-979,-1429,-2448,-2338,-1697,-1803,116,-588,-2082,-1450,911,6
-1179,-957,-2600,-2715,-2588,-921,-2009,-303,-435,-1615,-750,917,6
-2502,-2025,-2405,-2582,-2772,-1988,-2744,-1613,1253,-1926,750,918,6
-1754,-1424,-2340,-2715,-2685,-1891,-2721,-1800,-127,-2160,450,920,6
-2617,-1113,-3250,-3027,-2696,-2279,-2974,-2408,383,-2354,550,921,6
-2904,-912,-3250,-2693,-2512,-1891,-2744,-1239,2072,-2160,850,923,6
-2042,44,-2795,-2760,-2295,-1406,-2078,-491,1151,-1654,50,924,6
-661,-2136,-1170,-2715,-2685,-2958,-3043,-584,-383,-1420,-450,925,6
-2157,-1513,-2275,-2315,-2685,-2182,-2767,-1940,-230,-2238,1150,930,6
-1581,-979,-1495,-2760,-2479,-1697,-1297,-397,-588,-2276,-1850,932,6
-2789,-489,-3250,-3116,-2935,-1794,-2331,-2080,3250,-2238,850,933,6
-661,-400,1170,-2893,1112,-1600,-1917,-257,-2431,642,-2550,934,6
-3019,-489,-3250,-3116,-2935,-1794,-2331,-2080,3250,-2238,850,935,6
-2042,-1736,-1690,-2893,-2544,-1600,-2606,-1052,76,-2199,-1050,937,6
-2042,-1736,-1690,-2893,-2544,-1600,-2606,-1052,76,-2199,-1050,938,6
-2042,-1736,-1690,-2893,-2544,-1600,-2606,-1052,76,-2199,-1050,939,6
-2042,-1736,-1690,-2893,-2544,-1600,-2606,-1052,76,-2199,-1050,940,6
-1639,-1113,-1560,-2715,-2479,-1697,-1297,-397,-435,-2354,-1850,942,6
-1639,-1113,-1560,-2715,-2479,-1697,-1297,-397,-435,-2354,-1850,943,6
-1064,-2047,-2600,-2893,-2566,-2764,-2813,-584,-1458,-2860,-1950,945,6
-2099,-1202,-3120,-2582,-2631,-1503,-2469,-1473,25,-1965,950,948,6
-1581,-1513,-3120,-2893,-2468,-2085,-2675,-771,-76,-2432,-1150,952,6
-1581,-1513,-3120,-2893,-2468,-2085,-2675,-771,-76,-2432,-1150,953,6
-1581,-1513,-3120,-2893,-2468,-2085,-2675,-771,-76,-2432,-1150,954,6
-1581,-1513,-3120,-2893,-2468,-2085,-2675,-771,-76,-2432,-1150,955,6
-1179,-1825,-1690,-2626,-2696,-2376,-2744,-444,-639,-2471,-1450,957,6
-1754,-1023,-3185,-2626,-2674,-2570,-2331,-1753,-281,-2549,150,960,6
-1696,-1869,-1690,-2537,-2533,-727,-1848,-257,1151,-2238,-550,964,6
776,-1669,-650,-3027,-2392,-2764,-2744,-23,-1561,-2004,-1620,966,6
776,-1669,-650,-3027,-2392,-2764,-2744,-23,-1561,-2004,-1620,968,6
-1754,-1090,-3120,-2804,-2338,-2376,-2675,-958,435,-2471,150,969,6
-1926,-1380,-1300,-2671,-2425,-2473,-976,70,-639,58,-1150,971,6
-1294,-356,-1170,-2715,-2522,-1794,-1688,-210,-537,-2588,-1850,972,6
-1581,-1202,390,-2270,-1719,-2861,-3066,-1052,-844,-525,-50,974,6
-1754,-1780,-2275,-2760,-2533,-2376,-2744,-444,-435,-2549,-1750,977,6
-1581,-1246,-3120,-2493,-2544,-2279,-2583,-678,-76,-2121,-850,978,6
-1581,-1246,-3120,-2493,-2544,-2279,-2583,-678,-76,-2121,-850,979,6
-2444,-1602,-3250,-2626,-2642,-1891,-2629,-1940,1049,-2238,850,986,6
-949,-734,-2600,-2938,-2381,-3055,-3112,163,-332,-2004,-2100,990,6
-1754,-801,-3250,-2671,-2642,-2376,-2836,-678,230,-1732,-550,993,6
-1524,-2448,-520,-2760,-2815,-2764,-2836,-350,332,-1342,250,995,6
-1294,-1558,-715,-2493,-2490,-2182,-2331,678,281,-2121,-950,997,6
-1179,-2715,-1040,-1380,-2707,-2570,-2882,163,-793,-875,-750,998,6
-2444,-1513,-3250,-2715,-2685,533,-2147,-958,844,-914,-950,999,6
-2444,-1513,-3250,-2715,-2685,533,-2147,-958,844,-914,-950,1001,6
-2099,489,-3250,-2849,-2490,-2861,-3020,-1613,639,-2821,250,1002,6
-2214,-1691,-650,-2582,-2609,-2570,-2951,-350,946,-1693,-1050,1003,6
-1179,-2715,-1040,-1380,-2707,-2570,-2882,163,-793,-875,-750,1004,6
-1869,-1380,-3250,-2715,-2522,436,-2124,-678,76,-1264,-250,1014,6
-1524,-1869,-1235,-2715,-2631,-2085,-1688,-584,-588,-2432,-1750,1020,6
-28,-1380,-845,3205,-1058,1988,-1205,3250,-998,-1537,-2650,1022,6
-1696,-801,-3120,-2671,-2598,-339,-1274,-631,-281,-1887,-580,1026,6
-1639,-289,-2015,-1335,-2360,-1503,-1136,23,-1100,-2510,-2050,1028,6
834,-1780,845,-2671,-2588,-2667,-2859,1239,-844,-1848,-750,1034,6
-2157,222,-3250,-2938,-2815,-2473,-2997,-1098,639,-2082,-750,1035,6
-2214,-1914,-2665,-2626,-2794,-48,-1917,70,179,-1887,-1250,1039,6
-1926,-979,-3185,-2582,-2555,-1988,-2492,-865,-179,-2471,-850,1041,6
-1524,-2226,650,-2493,-2588,-1115,-2377,-210,25,-1459,-550,1049,6
-1811,-2804,-65,-2849,-2957,-2570,-2974,-1706,76,-2354,750,1064,6
-1869,-1869,-3120,-2804,-2512,-1891,-2744,-1005,-127,-1381,-1050,1068,6
-1926,-489,-3055,-2626,-2794,-2667,-3020,-911,383,-2082,-150,1069,6
-1926,-489,-3055,-2626,-2794,-2667,-3020,-911,383,-2082,-150,1070,6
-2329,-1825,-715,-2537,-2544,-2764,-3066,-678,690,-1848,-650,1072,6
-1581,-2092,454,-2626,-2229,-2861,-3112,-491,-76,-2393,-250,1073,6
-1984,-178,-2925,-2760,-2620,-2764,-3066,-678,690,-1965,-850,1075,6
